code,code1,code2,code3,label,slug
J1103,J,11,03,Médecine dentaire,medecine-dentaire
J1104,J,11,04,Suivi de la grossesse et de l'accouchement,suivi-de-la-grossesse-et-de-l-accouchement
J1201,J,12,01,Biologie médicale,biologie-medicale
J1202,J,12,02,Pharmacie,pharmacie
J1301,J,13,01,Personnel polyvalent des services hospitaliers,personnel-polyvalent-des-services-hospitaliers
J1302,J,13,02,Analyses médicales,analyses-medicales
J1303,J,13,03,Assistance médico-technique,assistance-medico-technique
J1304,J,13,04,Aide en puériculture,aide-en-puericulture
J1305,J,13,05,Conduite de véhicules sanitaires,conduite-de-vehicules-sanitaires
J1306,J,13,06,Imagerie médicale,imagerie-medicale
J1307,J,13,07,Préparation en pharmacie,preparation-en-pharmacie
J1401,J,14,01,Audioprothèses,audioprotheses
J1402,J,14,02,Diététique,dietetique
J1403,J,14,03,Ergothérapie,ergotherapie
J1404,J,14,04,Kinésithérapie,kinesitherapie
J1405,J,14,05,Optique - lunetterie,optique-lunetterie
J1406,J,14,06,Orthophonie,orthophonie
J1407,J,14,07,Orthoptique,orthoptique
J1408,J,14,08,Ostéopathie et chiropraxie,osteopathie-et-chiropraxie
J1409,J,14,09,Pédicurie et podologie,pedicurie-et-podologie
J1410,J,14,10,Prothèses dentaires,protheses-dentaires
J1411,J,14,11,Prothèses et orthèses,protheses-et-ortheses
J1412,J,14,12,Rééducation en psychomotricité,reeducation-en-psychomotricite
J1501,J,15,01,"Soins d'hygiène, de confort du patient",soins-d-hygiene-de-confort-du-patient
J1502,J,15,02,Coordination de services médicaux ou paramédicaux,coordination-de-services-medicaux-ou-paramedicaux
J1503,J,15,03,Soins infirmiers spécialisés en anesthésie,soins-infirmiers-specialises-en-anesthesie
J1504,J,15,04,Soins infirmiers spécialisés en bloc opératoire,soins-infirmiers-specialises-en-bloc-operatoire
J1505,J,15,05,Soins infirmiers spécialisés en prévention,soins-infirmiers-specialises-en-prevention
J1506,J,15,06,Soins infirmiers généralistes,soins-infirmiers-generalistes
J1507,J,15,07,Soins infirmiers spécialisés en puériculture,soins-infirmiers-specialises-en-puericulture
K1101,K,11,01,Accompagnement et médiation familiale,accompagnement-et-mediation-familiale
K1102,K,11,02,Aide aux bénéficiaires d'une mesure de protection juridique,aide-aux-beneficiaires-d-une-mesure-de-protection-juridique
K1103,K,11,03,Développement personnel et bien-être de la personne,developpement-personnel-et-bien-etre-de-la-personne
K1104,K,11,04,Psychologie,psychologie
K1201,K,12,01,Action sociale,action-sociale
K1202,K,12,02,Éducation de jeunes enfants,education-de-jeunes-enfants
K1203,K,12,03,Encadrement technique en insertion professionnelle,encadrement-technique-en-insertion-professionnelle
K1204,K,12,04,Médiation sociale et facilitation de la vie en société,mediation-sociale-et-facilitation-de-la-vie-en-societe
K1205,K,12,05,Information sociale,information-sociale
K1206,K,12,06,Intervention socioculturelle,intervention-socioculturelle
K1207,K,12,07,Intervention socioéducative,intervention-socioeducative
K1301,K,13,01,Accompagnement médicosocial,accompagnement-medicosocial
K1302,K,13,02,Assistance auprès d'adultes,assistance-aupres-d-adultes
K1303,K,13,03,Assistance auprès d'enfants,assistance-aupres-d-enfants
K1304,K,13,04,Services domestiques,services-domestiques
K1305,K,13,05,Intervention sociale et familiale,intervention-sociale-et-familiale
K1401,K,14,01,Conception et pilotage de la politique des pouvoirs publics,conception-et-pilotage-de-la-politique-des-pouvoirs-publics
K1402,K,14,02,Conseil en Santé Publique,conseil-en-sante-publique
K1403,K,14,03,"Management de structure de santé, sociale ou pénitentiaire",management-de-structure-de-sante-sociale-ou-penitentiaire
K1404,K,14,04,Mise en oeuvre et pilotage de la politique des pouvoirs publics,mise-en-oeuvre-et-pilotage-de-la-politique-des-pouvoirs-publics
K1405,K,14,05,Représentation de l'Etat sur le territoire national ou international,representation-de-l-etat-sur-le-territoire-national-ou-international
K1501,K,15,01,Application des règles financières publiques,application-des-regles-financieres-publiques
K1502,K,15,02,Contrôle et inspection des Affaires Sociales,controle-et-inspection-des-affaires-sociales
K1503,K,15,03,Contrôle et inspection des impôts,controle-et-inspection-des-impots
K1504,K,15,04,Contrôle et inspection du Trésor Public,controle-et-inspection-du-tresor-public
K1505,K,15,05,Protection des consommateurs et contrôle des échanges commerciaux,protection-des-consommateurs-et-controle-des-echanges-commerciaux
K1601,K,16,01,Gestion de l'information et de la documentation,gestion-de-l-information-et-de-la-documentation
K1602,K,16,02,Gestion de patrimoine culturel,gestion-de-patrimoine-culturel
K1701,K,17,01,Personnel de la Défense,personnel-de-la-defense
K1702,K,17,02,Direction de la sécurité civile et des secours,direction-de-la-securite-civile-et-des-secours
K1703,K,17,03,Direction opérationnelle de la défense,direction-operationnelle-de-la-defense
K1704,K,17,04,Management de la sécurité publique,management-de-la-securite-publique
K1705,K,17,05,Sécurité civile et secours,securite-civile-et-secours
K1706,K,17,06,Sécurité publique,securite-publique
K1707,K,17,07,Surveillance municipale,surveillance-municipale
K1801,K,18,01,Conseil en emploi et insertion socioprofessionnelle,conseil-en-emploi-et-insertion-socioprofessionnelle
K1802,K,18,02,Développement local,developpement-local
K1901,K,19,01,Aide et médiation judiciaire,aide-et-mediation-judiciaire
K1902,K,19,02,Collaboration juridique,collaboration-juridique
K1903,K,19,03,Défense et conseil juridique,defense-et-conseil-juridique
K1904,K,19,04,Magistrature,magistrature
K2101,K,21,01,Conseil en formation,conseil-en-formation
K2102,K,21,02,Coordination pédagogique,coordination-pedagogique
K2103,K,21,03,Direction d'établissement et d'enseignement,direction-d-etablissement-et-d-enseignement
K2104,K,21,04,Éducation et surveillance au sein d'établissements d'enseignement,education-et-surveillance-au-sein-d-etablissements-d-enseignement
K2105,K,21,05,Enseignement artistique,enseignement-artistique
K2106,K,21,06,Enseignement des écoles,enseignement-des-ecoles
K2107,K,21,07,Enseignement général du second degré,enseignement-general-du-second-degre
K2108,K,21,08,Enseignement supérieur,enseignement-superieur
K2109,K,21,09,Enseignement technique et professionnel,enseignement-technique-et-professionnel
K2110,K,21,10,Formation en conduite de véhicules,formation-en-conduite-de-vehicules
K2111,K,21,11,Formation professionnelle,formation-professionnelle
K2112,K,21,12,Orientation scolaire et professionnelle,orientation-scolaire-et-professionnelle
K2201,K,22,01,Blanchisserie industrielle,blanchisserie-industrielle
K2202,K,22,02,Lavage de vitres,lavage-de-vitres
K2203,K,22,03,Management et inspection en propreté de locaux,management-et-inspection-en-proprete-de-locaux
K2204,K,22,04,Nettoyage de locaux,nettoyage-de-locaux
K2301,K,23,01,Distribution et assainissement d'eau,distribution-et-assainissement-d-eau
K2302,K,23,02,Management et inspection en environnement urbain,management-et-inspection-en-environnement-urbain
K2303,K,23,03,Nettoyage des espaces urbains,nettoyage-des-espaces-urbains
K2304,K,23,04,Revalorisation de produits industriels,revalorisation-de-produits-industriels
K2305,K,23,05,Salubrité et traitement de nuisibles,salubrite-et-traitement-de-nuisibles
K2306,K,23,06,Supervision d'exploitation éco-industrielle,supervision-d-exploitation-eco-industrielle
K2401,K,24,01,Recherche en sciences de l'homme et de la société,recherche-en-sciences-de-l-homme-et-de-la-societe
K2402,K,24,02,"Recherche en sciences de l'univers, de la matière et du vivant",recherche-en-sciences-de-l-univers-de-la-matiere-et-du-vivant
K2501,K,25,01,Gardiennage de locaux,gardiennage-de-locaux
K2502,K,25,02,Management de sécurité privée,management-de-securite-privee
K2503,K,25,03,Sécurité et surveillance privées,securite-et-surveillance-privees
K2601,K,26,01,Conduite d'opérations funéraires,conduite-d-operations-funeraires
K2602,K,26,02,Conseil en services funéraires,conseil-en-services-funeraires
K2603,K,26,03,Thanatopraxie,thanatopraxie
L1101,L,11,01,Animation musicale et scénique,animation-musicale-et-scenique
L1102,L,11,02,Mannequinat et pose artistique,mannequinat-et-pose-artistique
L1103,L,11,03,Présentation de spectacles ou d'émissions,presentation-de-spectacles-ou-d-emissions
L1201,L,12,01,Danse,danse
L1202,L,12,02,Musique et chant,musique-et-chant
L1203,L,12,03,Art dramatique,art-dramatique
L1204,L,12,04,Arts du cirque et arts visuels,arts-du-cirque-et-arts-visuels
L1301,L,13,01,Mise en scène de spectacles vivants,mise-en-scene-de-spectacles-vivants
L1302,L,13,02,"Production et administration spectacle, cinéma et audiovisuel",production-et-administration-spectacle-cinema-et-audiovisuel
L1303,L,13,03,Promotion d'artistes et de spectacles,promotion-d-artistes-et-de-spectacles
L1304,L,13,04,Réalisation cinématographique et audiovisuelle,realisation-cinematographique-et-audiovisuelle
L1401,L,14,01,Sportif professionnel,sportif-professionnel
L1501,L,15,01,Coiffure et maquillage spectacle,coiffure-et-maquillage-spectacle
L1502,L,15,02,Costume et habillage spectacle,costume-et-habillage-spectacle
L1503,L,15,03,Décor et accessoires spectacle,decor-et-accessoires-spectacle
L1504,L,15,04,Éclairage spectacle,eclairage-spectacle
L1505,L,15,05,Image cinématographique et télévisuelle,image-cinematographique-et-televisuelle
L1506,L,15,06,Machinerie spectacle,machinerie-spectacle
L1507,L,15,07,Montage audiovisuel et post-production,montage-audiovisuel-et-post-production
L1508,L,15,08,Prise de son et sonorisation,prise-de-son-et-sonorisation
L1509,L,15,09,Régie générale,regie-generale
M1101,M,11,01,Achats,achats
M1102,M,11,02,Direction des achats,direction-des-achats
M1201,M,12,01,Analyse et ingénierie financière,analyse-et-ingenierie-financiere
M1202,M,12,02,Audit et contrôle comptables et financiers,audit-et-controle-comptables-et-financiers
M1203,M,12,03,Comptabilité,comptabilite
M1204,M,12,04,Contrôle de gestion,controle-de-gestion
M1205,M,12,05,Direction administrative et financière,direction-administrative-et-financiere
M1206,M,12,06,Management de groupe ou de service comptable,management-de-groupe-ou-de-service-comptable
M1207,M,12,07,Trésorerie et financement,tresorerie-et-financement
M1301,M,13,01,Direction de grande entreprise ou d'établissement public,direction-de-grande-entreprise-ou-d-etablissement-public
M1302,M,13,02,Direction de petite ou moyenne entreprise,direction-de-petite-ou-moyenne-entreprise
M1401,M,14,01,Conduite d'enquêtes,conduite-d-enquetes
M1402,M,14,02,Conseil en organisation et management d'entreprise,conseil-en-organisation-et-management-d-entreprise
M1403,M,14,03,Études et prospectives socio-économiques,etudes-et-prospectives-socio-economiques
M1404,M,14,04,Management et gestion d'enquêtes,management-et-gestion-d-enquetes
M1501,M,15,01,Assistanat en ressources humaines,assistanat-en-ressources-humaines
M1502,M,15,02,Développement des ressources humaines,developpement-des-ressources-humaines
M1503,M,15,03,Management des ressources humaines,management-des-ressources-humaines
M1601,M,16,01,Accueil et renseignements,accueil-et-renseignements
M1602,M,16,02,Opérations administratives,operations-administratives
M1603,M,16,03,Distribution de documents,distribution-de-documents
M1604,M,16,04,Assistanat de direction,assistanat-de-direction
M1605,M,16,05,Assistanat technique et administratif,assistanat-technique-et-administratif
M1606,M,16,06,Saisie de données,saisie-de-donnees
M1607,M,16,07,Secrétariat,secretariat
M1608,M,16,08,Secrétariat comptable,secretariat-comptable
M1609,M,16,09,Secrétariat et assistanat médical ou médico-social,secretariat-et-assistanat-medical-ou-medico-social
M1701,M,17,01,Administration des ventes,administration-des-ventes
M1702,M,17,02,Analyse de tendance,analyse-de-tendance
M1703,M,17,03,Management et gestion de produit,management-et-gestion-de-produit
M1704,M,17,04,Management relation clientèle,management-relation-clientele
M1705,M,17,05,Marketing,marketing
M1706,M,17,06,Promotion des ventes,promotion-des-ventes
M1707,M,17,07,Stratégie commerciale,strategie-commerciale
M1801,M,18,01,Administration de systèmes d'information,administration-de-systemes-d-information
M1802,M,18,02,Expertise et support en systèmes d'information,expertise-et-support-en-systemes-d-information
M1803,M,18,03,Direction des systèmes d'information,direction-des-systemes-d-information
M1804,M,18,04,Études et développement de réseaux de télécoms,etudes-et-developpement-de-reseaux-de-telecoms
M1805,M,18,05,Études et développement informatique,etudes-et-developpement-informatique
M1806,M,18,06,Conseil et maîtrise d'ouvrage en systèmes d'information,conseil-et-maitrise-d-ouvrage-en-systemes-d-information
M1807,M,18,07,Exploitation de systèmes de communication et de commandement,exploitation-de-systemes-de-communication-et-de-commandement
M1808,M,18,08,Information géographique,information-geographique
M1809,M,18,09,Information météorologique,information-meteorologique
M1810,M,18,10,Production et exploitation de systèmes d'information,production-et-exploitation-de-systemes-d-information
N1101,N,11,01,Conduite d'engins de déplacement des charges,conduite-d-engins-de-deplacement-des-charges
N1102,N,11,02,Déménagement,demenagement
N1103,N,11,03,Magasinage et préparation de commandes,magasinage-et-preparation-de-commandes
N1104,N,11,04,Manoeuvre et conduite d'engins lourds de manutention,manoeuvre-et-conduite-d-engins-lourds-de-manutention
N1105,N,11,05,Manutention manuelle de charges,manutention-manuelle-de-charges
N1201,N,12,01,Affrètement transport,affretement-transport
N1202,N,12,02,Gestion des opérations de circulation internationale des marchandises,gestion-des-operations-de-circulation-internationale-des-marchandises
N1301,N,13,01,Conception et organisation de la chaîne logistique,conception-et-organisation-de-la-chaine-logistique
N1302,N,13,02,Direction de site logistique,direction-de-site-logistique
N1303,N,13,03,Intervention technique d'exploitation logistique,intervention-technique-d-exploitation-logistique
N2101,N,21,01,Navigation commerciale aérienne,navigation-commerciale-aerienne
N2102,N,21,02,Pilotage et navigation technique aérienne,pilotage-et-navigation-technique-aerienne
N2201,N,22,01,Personnel d'escale aéroportuaire,personnel-d-escale-aeroportuaire
N2202,N,22,02,Contrôle de la navigation aérienne,controle-de-la-navigation-aerienne
N2203,N,22,03,Exploitation des pistes aéroportuaires,exploitation-des-pistes-aeroportuaires
N2204,N,22,04,Préparation des vols,preparation-des-vols
N2205,N,22,05,Direction d'escale et exploitation aéroportuaire,direction-d-escale-et-exploitation-aeroportuaire
N3101,N,31,01,Encadrement de la navigation maritime,encadrement-de-la-navigation-maritime
N3102,N,31,02,Equipage de la navigation maritime,equipage-de-la-navigation-maritime
N3103,N,31,03,Navigation fluviale,navigation-fluviale
N3201,N,32,01,Exploitation des opérations portuaires et du transport maritime,exploitation-des-operations-portuaires-et-du-transport-maritime
N3202,N,32,02,Exploitation du transport fluvial,exploitation-du-transport-fluvial
N3203,N,32,03,Manutention portuaire,manutention-portuaire
N4101,N,41,01,Conduite de transport de marchandises sur longue distance,conduite-de-transport-de-marchandises-sur-longue-distance
N4102,N,41,02,Conduite de transport de particuliers,conduite-de-transport-de-particuliers
N4103,N,41,03,Conduite de transport en commun sur route,conduite-de-transport-en-commun-sur-route
N4104,N,41,04,Courses et livraisons express,courses-et-livraisons-express
N4105,N,41,05,Conduite et livraison par tournées sur courte distance,conduite-et-livraison-par-tournees-sur-courte-distance
N4201,N,42,01,Direction d'exploitation des transports routiers de marchandises,direction-d-exploitation-des-transports-routiers-de-marchandises
N4202,N,42,02,Direction d'exploitation des transports routiers de personnes,direction-d-exploitation-des-transports-routiers-de-personnes
N4203,N,42,03,Intervention technique d'exploitation des transports routiers de marchandises,intervention-technique-d-exploitation-des-transports-routiers-de-marchandises
N4204,N,42,04,Intervention technique d'exploitation des transports routiers de personnes,intervention-technique-d-exploitation-des-transports-routiers-de-personnes
N4301,N,43,01,Conduite sur rails,conduite-sur-rails
N4302,N,43,02,Contrôle des transports en commun,controle-des-transports-en-commun
N4401,N,44,01,Circulation du réseau ferré,circulation-du-reseau-ferre
N4402,N,44,02,Exploitation et manoeuvre des remontées mécaniques,exploitation-et-manoeuvre-des-remontees-mecaniques
N4403,N,44,03,Manoeuvre du réseau ferré,manoeuvre-du-reseau-ferre
