code_insee,rome,rome_connexe,score
52493,L1510,E1205,0.5317903676688434
52493,L1510,L1507,0.03769124426442205
54336,L1510,E1104,0.8305432280537611
54336,L1510,E1205,0.5317903676688434
54336,L1510,L1507,0.03769124426442205
54362,L1510,E1104,0.8305432280537611
54362,L1510,E1205,0.5317903676688434
54362,L1510,L1507,0.03769124426442205
55532,L1510,E1104,0.8305432280537611
55532,L1510,E1205,0.5317903676688434
55532,L1510,L1507,0.03769124426442205
56112,L1510,E1104,0.8305432280537611
56112,L1510,E1205,0.5317903676688434
56112,L1510,L1507,0.03769124426442205
57082,L1510,E1104,0.8305432280537611
57082,L1510,E1205,0.5317903676688434
57082,L1510,L1507,0.03769124426442205
57534,L1510,E1104,0.8305432280537611
57534,L1510,E1205,0.5317903676688434
57534,L1510,L1507,0.03769124426442205
57610,L1510,E1104,0.8305432280537611
57610,L1510,E1205,0.5317903676688434
57610,L1510,L1507,0.03769124426442205
59103,L1510,E1104,0.8305432280537611
59103,L1510,E1205,0.5317903676688434
59103,L1510,L1507,0.03769124426442205
59345,L1510,E1104,0.8305432280537611
59345,L1510,E1205,0.5317903676688434
59345,L1510,L1507,0.03769124426442205
62007,L1510,E1104,0.8305432280537611
62007,L1510,E1205,0.5317903676688434
62007,L1510,L1507,0.03769124426442205
62014,L1510,E1104,0.8305432280537611
62014,L1510,E1205,0.5317903676688434
62014,L1510,L1507,0.03769124426442205
62886,L1510,E1104,0.8305432280537611
62886,L1510,E1205,0.5317903676688434
62886,L1510,L1507,0.03769124426442205
63190,L1510,E1104,0.8305432280537611
63190,L1510,E1205,0.5317903676688434
63190,L1510,L1507,0.03769124426442205
64078,L1510,E1104,0.8305432280537611
64078,L1510,E1205,0.5317903676688434
64078,L1510,L1507,0.03769124426442205
64523,L1510,E1104,0.8305432280537611
64523,L1510,E1205,0.5317903676688434
64523,L1510,L1507,0.03769124426442205
66107,L1510,E1104,0.8305432280537611
66107,L1510,E1205,0.5317903676688434
66107,L1510,L1507,0.03769124426442205
66150,L1510,E1104,0.8305432280537611
66150,L1510,E1205,0.5317903676688434
66150,L1510,L1507,0.03769124426442205
67433,L1510,E1104,0.8305432280537611
67433,L1510,E1205,0.5317903676688434
67433,L1510,L1507,0.03769124426442205
68027,L1510,E1104,0.8305432280537611
68027,L1510,E1205,0.5317903676688434
68027,L1510,L1507,0.03769124426442205
70049,L1510,E1104,0.8305432280537611
70049,L1510,E1205,0.5317903676688434
70049,L1510,L1507,0.03769124426442205
70262,L1510,E1104,0.8305432280537611
70262,L1510,E1205,0.5317903676688434
70262,L1510,L1507,0.03769124426442205
71013,L1510,E1104,0.8305432280537611
71013,L1510,E1205,0.5317903676688434
71013,L1510,L1507,0.03769124426442205
71546,L1510,E1104,0.8305432280537611
71546,L1510,E1205,0.5317903676688434
71546,L1510,L1507,0.03769124426442205
72237,L1510,E1104,0.8305432280537611
72237,L1510,E1205,0.5317903676688434
72237,L1510,L1507,0.03769124426442205
72274,L1510,E1104,0.8305432280537611
72274,L1510,E1205,0.5317903676688434
72274,L1510,L1507,0.03769124426442205
73273,L1510,E1104,0.8305432280537611
73273,L1510,E1205,0.5317903676688434
73273,L1510,L1507,0.03769124426442205
74138,L1510,E1104,0.8305432280537611
74138,L1510,E1205,0.5317903676688434
74138,L1510,L1507,0.03769124426442205
74205,L1510,E1104,0.8305432280537611
74205,L1510,E1205,0.5317903676688434
74205,L1510,L1507,0.03769124426442205
76054,L1510,E1104,0.8305432280537611
76054,L1510,E1205,0.5317903676688434
76054,L1510,L1507,0.03769124426442205
77053,L1510,E1104,0.8305432280537611
77053,L1510,E1205,0.5317903676688434
77053,L1510,L1507,0.03769124426442205
77139,L1510,E1104,0.8305432280537611
77139,L1510,E1205,0.5317903676688434
77139,L1510,L1507,0.03769124426442205
78057,L1510,E1104,0.8305432280537611
78057,L1510,E1205,0.5317903676688434
78057,L1510,L1507,0.03769124426442205
79111,L1510,E1104,0.8305432280537611
79111,L1510,E1205,0.5317903676688434
79111,L1510,L1507,0.03769124426442205
79225,L1510,E1104,0.8305432280537611
79225,L1510,E1205,0.5317903676688434
79225,L1510,L1507,0.03769124426442205
80668,L1510,E1104,0.8305432280537611
80668,L1510,E1205,0.5317903676688434
80668,L1510,L1507,0.03769124426442205
81106,L1510,E1104,0.8305432280537611
81106,L1510,E1205,0.5317903676688434
81106,L1510,L1507,0.03769124426442205
82050,L1510,E1104,0.8305432280537611
82050,L1510,E1205,0.5317903676688434
82050,L1510,L1507,0.03769124426442205
82121,L1510,E1104,0.8305432280537611
82121,L1510,E1205,0.5317903676688434
82121,L1510,L1507,0.03769124426442205
83100,L1510,E1104,0.8305432280537611
83100,L1510,E1205,0.5317903676688434
83100,L1510,L1507,0.03769124426442205
84003,L1510,E1104,0.8305432280537611
84003,L1510,E1205,0.5317903676688434
84003,L1510,L1507,0.03769124426442205
86163,L1510,E1104,0.8305432280537611
86163,L1510,E1205,0.5317903676688434
86163,L1510,L1507,0.03769124426442205
87084,L1510,E1104,0.8305432280537611
87084,L1510,E1205,0.5317903676688434
87084,L1510,L1507,0.03769124426442205
88166,L1510,E1104,0.8305432280537611
88166,L1510,E1205,0.5317903676688434
88166,L1510,L1507,0.03769124426442205
89117,L1510,E1104,0.8305432280537611
89117,L1510,E1205,0.5317903676688434
89117,L1510,L1507,0.03769124426442205
90049,L1510,E1104,0.8305432280537611
90049,L1510,E1205,0.5317903676688434
90049,L1510,L1507,0.03769124426442205
95395,L1510,E1104,0.8305432280537611
95395,L1510,E1205,0.5317903676688434
95395,L1510,L1507,0.03769124426442205
01110,K1305,K1205,0.9816525768500621
01110,K1305,K1301,0.5045016896499576
01110,K1305,K1302,0.5110174387269686
01128,K1305,K1205,0.9816525768500621
01128,K1305,K1301,0.5045016896499576
01128,K1305,K1302,0.5110174387269686
02100,K1305,K1205,0.9816525768500621
02100,K1305,K1301,0.5045016896499576
02100,K1305,K1302,0.5110174387269686
02368,K1305,K1205,0.9816525768500621
02368,K1305,K1301,0.5045016896499576
02368,K1305,K1302,0.5110174387269686
02407,K1305,K1205,0.9816525768500621
02407,K1305,K1301,0.5045016896499576
02407,K1305,K1302,0.5110174387269686
02491,K1305,K1205,0.9816525768500621
02491,K1305,K1301,0.5045016896499576
02491,K1305,K1302,0.5110174387269686
02514,K1305,K1205,0.9816525768500621
02514,K1305,K1301,0.5045016896499576
02514,K1305,K1302,0.5110174387269686
06089,K1305,K1205,0.9816525768500621
06089,K1305,K1301,0.5045016896499576
06089,K1305,K1302,0.5110174387269686
06159,K1305,K1205,0.9816525768500621
06159,K1305,K1301,0.5045016896499576
06159,K1305,K1302,0.5110174387269686
08145,K1305,K1205,0.9816525768500621
08145,K1305,K1301,0.5045016896499576
08145,K1305,K1302,0.5110174387269686
08338,K1305,K1205,0.9816525768500621
08338,K1305,K1301,0.5045016896499576
08338,K1305,K1302,0.5110174387269686
09026,K1305,K1205,0.9816525768500621
09026,K1305,K1301,0.5045016896499576
09026,K1305,K1302,0.5110174387269686
09080,K1305,K1205,0.9816525768500621
09080,K1305,K1301,0.5045016896499576
09080,K1305,K1302,0.5110174387269686
10242,K1305,K1205,0.9816525768500621
10242,K1305,K1301,0.5045016896499576
10242,K1305,K1302,0.5110174387269686
10317,K1305,K1205,0.9816525768500621
10317,K1305,K1301,0.5045016896499576
10317,K1305,K1302,0.5110174387269686
10378,K1305,K1205,0.9816525768500621
10378,K1305,K1301,0.5045016896499576
10378,K1305,K1302,0.5110174387269686
11005,K1305,K1205,0.9816525768500621
11005,K1305,K1301,0.5045016896499576
11005,K1305,K1302,0.5110174387269686
11218,K1305,K1205,0.9816525768500621
11218,K1305,K1301,0.5045016896499576
11218,K1305,K1302,0.5110174387269686
11234,K1305,K1205,0.9816525768500621
11234,K1305,K1301,0.5045016896499576
11234,K1305,K1302,0.5110174387269686
17125,K1305,K1205,0.9816525768500621
17125,K1305,K1301,0.5045016896499576
17125,K1305,K1302,0.5110174387269686
18032,K1305,K1205,0.9816525768500621
18032,K1305,K1301,0.5045016896499576
18032,K1305,K1302,0.5110174387269686
18217,K1305,K1205,0.9816525768500621
18217,K1305,K1301,0.5045016896499576
18217,K1305,K1302,0.5110174387269686
19015,K1305,K1205,0.9816525768500621
19015,K1305,K1301,0.5045016896499576
19015,K1305,K1302,0.5110174387269686
19223,K1305,K1205,0.9816525768500621
19223,K1305,K1301,0.5045016896499576
19223,K1305,K1302,0.5110174387269686
21484,K1305,K1205,0.9816525768500621
21484,K1305,K1301,0.5045016896499576
21484,K1305,K1302,0.5110174387269686
21684,K1305,K1205,0.9816525768500621
21684,K1305,K1301,0.5045016896499576
21684,K1305,K1302,0.5110174387269686
22228,K1305,K1205,0.9816525768500621
22228,K1305,K1301,0.5045016896499576
22228,K1305,K1302,0.5110174387269686
23147,K1305,K1205,0.9816525768500621
23147,K1305,K1301,0.5045016896499576
23147,K1305,K1302,0.5110174387269686
24519,K1305,K1205,0.9816525768500621
24519,K1305,K1301,0.5045016896499576
24519,K1305,K1302,0.5110174387269686
25607,K1305,K1205,0.9816525768500621
25607,K1305,K1301,0.5045016896499576
25607,K1305,K1302,0.5110174387269686
26170,K1305,K1205,0.9816525768500621
26170,K1305,K1301,0.5045016896499576
26170,K1305,K1302,0.5110174387269686
26219,K1305,K1205,0.9816525768500621
26219,K1305,K1301,0.5045016896499576
26219,K1305,K1302,0.5110174387269686
26274,K1305,K1205,0.9816525768500621
26274,K1305,K1301,0.5045016896499576
26274,K1305,K1302,0.5110174387269686
27203,K1305,K1205,0.9816525768500621
27203,K1305,K1301,0.5045016896499576
27203,K1305,K1302,0.5110174387269686
32301,K1305,K1205,0.9816525768500621
32301,K1305,K1301,0.5045016896499576
32301,K1305,K1302,0.5110174387269686
33370,K1305,K1205,0.9816525768500621
33370,K1305,K1301,0.5045016896499576
33370,K1305,K1302,0.5110174387269686
33412,K1305,K1205,0.9816525768500621
33412,K1305,K1301,0.5045016896499576
33412,K1305,K1302,0.5110174387269686
33450,K1305,K1205,0.9816525768500621
33450,K1305,K1301,0.5045016896499576
33450,K1305,K1302,0.5110174387269686
34074,K1305,K1205,0.9816525768500621
34074,K1305,K1301,0.5045016896499576
34074,K1305,K1302,0.5110174387269686
35177,K1305,K1205,0.9816525768500621
35177,K1305,K1301,0.5045016896499576
35177,K1305,K1302,0.5110174387269686
37002,K1305,K1205,0.9816525768500621
37002,K1305,K1301,0.5045016896499576
37002,K1305,K1302,0.5110174387269686
39430,K1305,K1205,0.9816525768500621
39430,K1305,K1301,0.5045016896499576
39430,K1305,K1302,0.5110174387269686
39445,K1305,K1205,0.9816525768500621
39445,K1305,K1301,0.5045016896499576
39445,K1305,K1302,0.5110174387269686
40108,K1305,K1205,0.9816525768500621
40108,K1305,K1301,0.5045016896499576
40108,K1305,K1302,0.5110174387269686
45198,K1305,K1205,0.9816525768500621
45198,K1305,K1301,0.5045016896499576
45198,K1305,K1302,0.5110174387269686
45281,K1305,K1205,0.9816525768500621
45281,K1305,K1301,0.5045016896499576
45281,K1305,K1302,0.5110174387269686
46169,K1305,K1205,0.9816525768500621
46169,K1305,K1301,0.5045016896499576
46169,K1305,K1302,0.5110174387269686
47165,K1305,K1205,0.9816525768500621
47165,K1305,K1301,0.5045016896499576
47165,K1305,K1302,0.5110174387269686
50164,K1305,K1205,0.9816525768500621
50164,K1305,K1301,0.5045016896499576
50164,K1305,K1302,0.5110174387269686
50403,K1305,K1205,0.9816525768500621
50403,K1305,K1301,0.5045016896499576
50403,K1305,K1302,0.5110174387269686
51001,K1305,K1205,0.9816525768500621
51001,K1305,K1301,0.5045016896499576
51001,K1305,K1302,0.5110174387269686
51168,K1305,K1205,0.9816525768500621
51168,K1305,K1301,0.5045016896499576
51168,K1305,K1302,0.5110174387269686
51336,K1305,K1205,0.9816525768500621
51336,K1305,K1301,0.5045016896499576
51336,K1305,K1302,0.5110174387269686
52493,K1305,K1205,0.9816525768500621
52493,K1305,K1301,0.5045016896499576
52493,K1305,K1302,0.5110174387269686
54336,K1305,K1205,0.9816525768500621
54336,K1305,K1301,0.5045016896499576
54336,K1305,K1302,0.5110174387269686
54362,K1305,K1205,0.9816525768500621
54362,K1305,K1301,0.5045016896499576
54362,K1305,K1302,0.5110174387269686
55532,K1305,K1205,0.9816525768500621
55532,K1305,K1301,0.5045016896499576
55532,K1305,K1302,0.5110174387269686
56112,K1305,K1205,0.9816525768500621
56112,K1305,K1301,0.5045016896499576
56112,K1305,K1302,0.5110174387269686
57082,K1305,K1205,0.9816525768500621
57082,K1305,K1301,0.5045016896499576
57082,K1305,K1302,0.5110174387269686
57534,K1305,K1205,0.9816525768500621
57534,K1305,K1301,0.5045016896499576
57534,K1305,K1302,0.5110174387269686
57610,K1305,K1205,0.9816525768500621
57610,K1305,K1301,0.5045016896499576
57610,K1305,K1302,0.5110174387269686
59103,K1305,K1205,0.9816525768500621
59103,K1305,K1301,0.5045016896499576
59103,K1305,K1302,0.5110174387269686
59345,K1305,K1205,0.9816525768500621
59345,K1305,K1301,0.5045016896499576
59345,K1305,K1302,0.5110174387269686
62007,K1305,K1205,0.9816525768500621
62007,K1305,K1301,0.5045016896499576
62007,K1305,K1302,0.5110174387269686
62014,K1305,K1205,0.9816525768500621
62014,K1305,K1301,0.5045016896499576
62014,K1305,K1302,0.5110174387269686
62886,K1305,K1205,0.9816525768500621
62886,K1305,K1301,0.5045016896499576
62886,K1305,K1302,0.5110174387269686
63190,K1305,K1205,0.9816525768500621
63190,K1305,K1301,0.5045016896499576
63190,K1305,K1302,0.5110174387269686
64078,K1305,K1205,0.9816525768500621
64078,K1305,K1301,0.5045016896499576
64078,K1305,K1302,0.5110174387269686
64523,K1305,K1205,0.9816525768500621
64523,K1305,K1301,0.5045016896499576
64523,K1305,K1302,0.5110174387269686
66107,K1305,K1205,0.9816525768500621
66107,K1305,K1301,0.5045016896499576
66107,K1305,K1302,0.5110174387269686
66150,K1305,K1205,0.9816525768500621
66150,K1305,K1301,0.5045016896499576
66150,K1305,K1302,0.5110174387269686
67433,K1305,K1205,0.9816525768500621
67433,K1305,K1301,0.5045016896499576
67433,K1305,K1302,0.5110174387269686
68027,K1305,K1205,0.9816525768500621
68027,K1305,K1301,0.5045016896499576
68027,K1305,K1302,0.5110174387269686
70049,K1305,K1205,0.9816525768500621
70049,K1305,K1301,0.5045016896499576
70049,K1305,K1302,0.5110174387269686
70262,K1305,K1205,0.9816525768500621
70262,K1305,K1301,0.5045016896499576
70262,K1305,K1302,0.5110174387269686
71013,K1305,K1205,0.9816525768500621
71013,K1305,K1301,0.5045016896499576
71013,K1305,K1302,0.5110174387269686
71546,K1305,K1205,0.9816525768500621
71546,K1305,K1301,0.5045016896499576
71546,K1305,K1302,0.5110174387269686
72237,K1305,K1205,0.9816525768500621
72237,K1305,K1301,0.5045016896499576
72237,K1305,K1302,0.5110174387269686
72274,K1305,K1205,0.9816525768500621
72274,K1305,K1301,0.5045016896499576
72274,K1305,K1302,0.5110174387269686
73273,K1305,K1205,0.9816525768500621
73273,K1305,K1301,0.5045016896499576
73273,K1305,K1302,0.5110174387269686
74138,K1305,K1205,0.9816525768500621
74138,K1305,K1301,0.5045016896499576
74138,K1305,K1302,0.5110174387269686
74205,K1305,K1205,0.9816525768500621
74205,K1305,K1301,0.5045016896499576
74205,K1305,K1302,0.5110174387269686
76054,K1305,K1205,0.9816525768500621
76054,K1305,K1301,0.5045016896499576
76054,K1305,K1302,0.5110174387269686
77053,K1305,K1205,0.9816525768500621
77053,K1305,K1301,0.5045016896499576
77053,K1305,K1302,0.5110174387269686
77139,K1305,K1205,0.9816525768500621
77139,K1305,K1301,0.5045016896499576
77139,K1305,K1302,0.5110174387269686
78057,K1305,K1205,0.9816525768500621
78057,K1305,K1301,0.5045016896499576
78057,K1305,K1302,0.5110174387269686
79111,K1305,K1205,0.9816525768500621
79111,K1305,K1301,0.5045016896499576
79111,K1305,K1302,0.5110174387269686
79225,K1305,K1205,0.9816525768500621
79225,K1305,K1301,0.5045016896499576
79225,K1305,K1302,0.5110174387269686
80668,K1305,K1205,0.9816525768500621
80668,K1305,K1301,0.5045016896499576
80668,K1305,K1302,0.5110174387269686
81106,K1305,K1205,0.9816525768500621
81106,K1305,K1301,0.5045016896499576
81106,K1305,K1302,0.5110174387269686
82050,K1305,K1205,0.9816525768500621
82050,K1305,K1301,0.5045016896499576
82050,K1305,K1302,0.5110174387269686
82121,K1305,K1205,0.9816525768500621
82121,K1305,K1301,0.5045016896499576
82121,K1305,K1302,0.5110174387269686
83100,K1305,K1205,0.9816525768500621
83100,K1305,K1301,0.5045016896499576
83100,K1305,K1302,0.5110174387269686
84003,K1305,K1205,0.9816525768500621
84003,K1305,K1301,0.5045016896499576
84003,K1305,K1302,0.5110174387269686
86163,K1305,K1205,0.9816525768500621
86163,K1305,K1301,0.5045016896499576
86163,K1305,K1302,0.5110174387269686
87084,K1305,K1205,0.9816525768500621
87084,K1305,K1301,0.5045016896499576
87084,K1305,K1302,0.5110174387269686
88166,K1305,K1205,0.9816525768500621
88166,K1305,K1301,0.5045016896499576
88166,K1305,K1302,0.5110174387269686
89117,K1305,K1205,0.9816525768500621
89117,K1305,K1301,0.5045016896499576
89117,K1305,K1302,0.5110174387269686
90049,K1305,K1205,0.9816525768500621
90049,K1305,K1301,0.5045016896499576
90049,K1305,K1302,0.5110174387269686
95395,K1305,K1205,0.9816525768500621
95395,K1305,K1301,0.5045016896499576
95395,K1305,K1302,0.5110174387269686
01110,F1705,F1401,0.11210558391683734
01110,F1705,F1402,0.22573003770789413
01110,F1705,F1613,0.5847613697632148
01128,F1705,F1401,0.11210558391683734
01128,F1705,F1402,0.22573003770789413
01128,F1705,F1613,0.5847613697632148
02100,F1705,F1401,0.11210558391683734
02100,F1705,F1402,0.22573003770789413
02100,F1705,F1613,0.5847613697632148
02368,F1705,F1401,0.11210558391683734
02368,F1705,F1402,0.22573003770789413
02368,F1705,F1613,0.5847613697632148
02407,F1705,F1401,0.11210558391683734
02407,F1705,F1402,0.22573003770789413
02407,F1705,F1613,0.5847613697632148
02491,F1705,F1401,0.11210558391683734
02491,F1705,F1402,0.22573003770789413
02491,F1705,F1613,0.5847613697632148
02514,F1705,F1401,0.11210558391683734
02514,F1705,F1402,0.22573003770789413
02514,F1705,F1613,0.5847613697632148
06089,F1705,F1401,0.11210558391683734
06089,F1705,F1402,0.22573003770789413
06089,F1705,F1613,0.5847613697632148
06159,F1705,F1401,0.11210558391683734
06159,F1705,F1402,0.22573003770789413
06159,F1705,F1613,0.5847613697632148
08145,F1705,F1401,0.11210558391683734
08145,F1705,F1402,0.22573003770789413
08145,F1705,F1613,0.5847613697632148
08338,F1705,F1401,0.11210558391683734
08338,F1705,F1402,0.22573003770789413
08338,F1705,F1613,0.5847613697632148
09026,F1705,F1401,0.11210558391683734
09026,F1705,F1402,0.22573003770789413
09026,F1705,F1613,0.5847613697632148
09080,F1705,F1401,0.11210558391683734
09080,F1705,F1402,0.22573003770789413
09080,F1705,F1613,0.5847613697632148
10242,F1705,F1401,0.11210558391683734
10242,F1705,F1402,0.22573003770789413
10242,F1705,F1613,0.5847613697632148
10317,F1705,F1401,0.11210558391683734
10317,F1705,F1402,0.22573003770789413
10317,F1705,F1613,0.5847613697632148
10378,F1705,F1401,0.11210558391683734
10378,F1705,F1402,0.22573003770789413
10378,F1705,F1613,0.5847613697632148
11005,F1705,F1401,0.11210558391683734
11005,F1705,F1402,0.22573003770789413
11005,F1705,F1613,0.5847613697632148
11218,F1705,F1401,0.11210558391683734
11218,F1705,F1402,0.22573003770789413
11218,F1705,F1613,0.5847613697632148
11234,F1705,F1401,0.11210558391683734
11234,F1705,F1402,0.22573003770789413
11234,F1705,F1613,0.5847613697632148
17125,F1705,F1401,0.11210558391683734
17125,F1705,F1402,0.22573003770789413
17125,F1705,F1613,0.5847613697632148
18032,F1705,F1401,0.11210558391683734
18032,F1705,F1402,0.22573003770789413
18032,F1705,F1613,0.5847613697632148
18217,F1705,F1401,0.11210558391683734
18217,F1705,F1402,0.22573003770789413
18217,F1705,F1613,0.5847613697632148
19015,F1705,F1401,0.11210558391683734
19015,F1705,F1402,0.22573003770789413
19015,F1705,F1613,0.5847613697632148
19223,F1705,F1401,0.11210558391683734
19223,F1705,F1402,0.22573003770789413
19223,F1705,F1613,0.5847613697632148
21484,F1705,F1401,0.11210558391683734
21484,F1705,F1402,0.22573003770789413
21484,F1705,F1613,0.5847613697632148
21684,F1705,F1401,0.11210558391683734
21684,F1705,F1402,0.22573003770789413
21684,F1705,F1613,0.5847613697632148
22228,F1705,F1401,0.11210558391683734
22228,F1705,F1402,0.22573003770789413
22228,F1705,F1613,0.5847613697632148
23147,F1705,F1401,0.11210558391683734
23147,F1705,F1402,0.22573003770789413
23147,F1705,F1613,0.5847613697632148
24519,F1705,F1401,0.11210558391683734
24519,F1705,F1402,0.22573003770789413
24519,F1705,F1613,0.5847613697632148
25607,F1705,F1401,0.11210558391683734
25607,F1705,F1402,0.22573003770789413
25607,F1705,F1613,0.5847613697632148
26170,F1705,F1401,0.11210558391683734
26170,F1705,F1402,0.22573003770789413
26170,F1705,F1613,0.5847613697632148
26219,F1705,F1401,0.11210558391683734
26219,F1705,F1402,0.22573003770789413
26219,F1705,F1613,0.5847613697632148
26274,F1705,F1401,0.11210558391683734
26274,F1705,F1402,0.22573003770789413
26274,F1705,F1613,0.5847613697632148
27203,F1705,F1401,0.11210558391683734
27203,F1705,F1402,0.22573003770789413
27203,F1705,F1613,0.5847613697632148
32301,F1705,F1401,0.11210558391683734
32301,F1705,F1402,0.22573003770789413
32301,F1705,F1613,0.5847613697632148
33370,F1705,F1401,0.11210558391683734
33370,F1705,F1402,0.22573003770789413
33370,F1705,F1613,0.5847613697632148
33412,F1705,F1401,0.11210558391683734
33412,F1705,F1402,0.22573003770789413
33412,F1705,F1613,0.5847613697632148
33450,F1705,F1401,0.11210558391683734
33450,F1705,F1402,0.22573003770789413
33450,F1705,F1613,0.5847613697632148
34074,F1705,F1401,0.11210558391683734
34074,F1705,F1402,0.22573003770789413
34074,F1705,F1613,0.5847613697632148
35177,F1705,F1401,0.11210558391683734
35177,F1705,F1402,0.22573003770789413
35177,F1705,F1613,0.5847613697632148
37002,F1705,F1401,0.11210558391683734
37002,F1705,F1402,0.22573003770789413
37002,F1705,F1613,0.5847613697632148
39430,F1705,F1401,0.11210558391683734
39430,F1705,F1402,0.22573003770789413
39430,F1705,F1613,0.5847613697632148
39445,F1705,F1401,0.11210558391683734
39445,F1705,F1402,0.22573003770789413
39445,F1705,F1613,0.5847613697632148
40108,F1705,F1401,0.11210558391683734
40108,F1705,F1402,0.22573003770789413
40108,F1705,F1613,0.5847613697632148
45198,F1705,F1401,0.11210558391683734
45198,F1705,F1402,0.22573003770789413
45198,F1705,F1613,0.5847613697632148
45281,F1705,F1401,0.11210558391683734
45281,F1705,F1402,0.22573003770789413
45281,F1705,F1613,0.5847613697632148
46169,F1705,F1401,0.11210558391683734
46169,F1705,F1402,0.22573003770789413
46169,F1705,F1613,0.5847613697632148
47165,F1705,F1401,0.11210558391683734
47165,F1705,F1402,0.22573003770789413
47165,F1705,F1613,0.5847613697632148
50164,F1705,F1401,0.11210558391683734
50164,F1705,F1402,0.22573003770789413
50164,F1705,F1613,0.5847613697632148
50403,F1705,F1401,0.11210558391683734
50403,F1705,F1402,0.22573003770789413
50403,F1705,F1613,0.5847613697632148
51001,F1705,F1401,0.11210558391683734
51001,F1705,F1402,0.22573003770789413
51001,F1705,F1613,0.5847613697632148
51168,F1705,F1401,0.11210558391683734
51168,F1705,F1402,0.22573003770789413
51168,F1705,F1613,0.5847613697632148
51336,F1705,F1401,0.11210558391683734
51336,F1705,F1402,0.22573003770789413
51336,F1705,F1613,0.5847613697632148
52493,F1705,F1401,0.11210558391683734
52493,F1705,F1402,0.22573003770789413
52493,F1705,F1613,0.5847613697632148
54336,F1705,F1401,0.11210558391683734
54336,F1705,F1402,0.22573003770789413
54336,F1705,F1613,0.5847613697632148
54362,F1705,F1401,0.11210558391683734
54362,F1705,F1402,0.22573003770789413
54362,F1705,F1613,0.5847613697632148
55532,F1705,F1401,0.11210558391683734
55532,F1705,F1402,0.22573003770789413
55532,F1705,F1613,0.5847613697632148
56112,F1705,F1401,0.11210558391683734
56112,F1705,F1402,0.22573003770789413
56112,F1705,F1613,0.5847613697632148
57082,F1705,F1401,0.11210558391683734
57082,F1705,F1402,0.22573003770789413
57082,F1705,F1613,0.5847613697632148
57534,F1705,F1401,0.11210558391683734
57534,F1705,F1402,0.22573003770789413
57534,F1705,F1613,0.5847613697632148
57610,F1705,F1401,0.11210558391683734
57610,F1705,F1402,0.22573003770789413
57610,F1705,F1613,0.5847613697632148
59103,F1705,F1401,0.11210558391683734
59103,F1705,F1402,0.22573003770789413
59103,F1705,F1613,0.5847613697632148
59345,F1705,F1401,0.11210558391683734
59345,F1705,F1402,0.22573003770789413
59345,F1705,F1613,0.5847613697632148
62007,F1705,F1401,0.11210558391683734
62007,F1705,F1402,0.22573003770789413
62007,F1705,F1613,0.5847613697632148
62014,F1705,F1401,0.11210558391683734
62014,F1705,F1402,0.22573003770789413
62014,F1705,F1613,0.5847613697632148
62886,F1705,F1401,0.11210558391683734
62886,F1705,F1402,0.22573003770789413
62886,F1705,F1613,0.5847613697632148
63190,F1705,F1401,0.11210558391683734
63190,F1705,F1402,0.22573003770789413
63190,F1705,F1613,0.5847613697632148
64078,F1705,F1401,0.11210558391683734
64078,F1705,F1402,0.22573003770789413
64078,F1705,F1613,0.5847613697632148
64523,F1705,F1401,0.11210558391683734
64523,F1705,F1402,0.22573003770789413
64523,F1705,F1613,0.5847613697632148
66107,F1705,F1401,0.11210558391683734
66107,F1705,F1402,0.22573003770789413
66107,F1705,F1613,0.5847613697632148
66150,F1705,F1401,0.11210558391683734
66150,F1705,F1402,0.22573003770789413
66150,F1705,F1613,0.5847613697632148
67433,F1705,F1401,0.11210558391683734
67433,F1705,F1402,0.22573003770789413
67433,F1705,F1613,0.5847613697632148
68027,F1705,F1401,0.11210558391683734
68027,F1705,F1402,0.22573003770789413
68027,F1705,F1613,0.5847613697632148
70049,F1705,F1401,0.11210558391683734
70049,F1705,F1402,0.22573003770789413
70049,F1705,F1613,0.5847613697632148
70262,F1705,F1401,0.11210558391683734
70262,F1705,F1402,0.22573003770789413
70262,F1705,F1613,0.5847613697632148
71013,F1705,F1401,0.11210558391683734
71013,F1705,F1402,0.22573003770789413
71013,F1705,F1613,0.5847613697632148
71546,F1705,F1401,0.11210558391683734
71546,F1705,F1402,0.22573003770789413
71546,F1705,F1613,0.5847613697632148
72237,F1705,F1401,0.11210558391683734
72237,F1705,F1402,0.22573003770789413
72237,F1705,F1613,0.5847613697632148
72274,F1705,F1401,0.11210558391683734
72274,F1705,F1402,0.22573003770789413
72274,F1705,F1613,0.5847613697632148
73273,F1705,F1401,0.11210558391683734
73273,F1705,F1402,0.22573003770789413
73273,F1705,F1613,0.5847613697632148
74138,F1705,F1401,0.11210558391683734
74138,F1705,F1402,0.22573003770789413
74138,F1705,F1613,0.5847613697632148
74205,F1705,F1401,0.11210558391683734
74205,F1705,F1402,0.22573003770789413
74205,F1705,F1613,0.5847613697632148
76054,F1705,F1401,0.11210558391683734
76054,F1705,F1402,0.22573003770789413
76054,F1705,F1613,0.5847613697632148
77053,F1705,F1401,0.11210558391683734
77053,F1705,F1402,0.22573003770789413
77053,F1705,F1613,0.5847613697632148
77139,F1705,F1401,0.11210558391683734
77139,F1705,F1402,0.22573003770789413
77139,F1705,F1613,0.5847613697632148
78057,F1705,F1401,0.11210558391683734
78057,F1705,F1402,0.22573003770789413
78057,F1705,F1613,0.5847613697632148
79111,F1705,F1401,0.11210558391683734
