code_insee,rome,rome_connexe,score
17125,G1802,G1401,0.14033298016519657
17125,G1802,G1402,0.7783268643570822
18032,G1802,E1107,0.846338318732996
18032,G1802,G1401,0.14033298016519657
18032,G1802,G1402,0.7783268643570822
18217,G1802,E1107,0.846338318732996
18217,G1802,G1401,0.14033298016519657
18217,G1802,G1402,0.7783268643570822
19015,G1802,E1107,0.846338318732996
19015,G1802,G1401,0.14033298016519657
19015,G1802,G1402,0.7783268643570822
19223,G1802,E1107,0.846338318732996
19223,G1802,G1401,0.14033298016519657
19223,G1802,G1402,0.7783268643570822
21484,G1802,E1107,0.846338318732996
21484,G1802,G1401,0.14033298016519657
21484,G1802,G1402,0.7783268643570822
21684,G1802,E1107,0.846338318732996
21684,G1802,G1401,0.14033298016519657
21684,G1802,G1402,0.7783268643570822
22228,G1802,E1107,0.846338318732996
22228,G1802,G1401,0.14033298016519657
22228,G1802,G1402,0.7783268643570822
23147,G1802,E1107,0.846338318732996
23147,G1802,G1401,0.14033298016519657
23147,G1802,G1402,0.7783268643570822
24519,G1802,E1107,0.846338318732996
24519,G1802,G1401,0.14033298016519657
24519,G1802,G1402,0.7783268643570822
25607,G1802,E1107,0.846338318732996
25607,G1802,G1401,0.14033298016519657
25607,G1802,G1402,0.7783268643570822
26170,G1802,E1107,0.846338318732996
26170,G1802,G1401,0.14033298016519657
26170,G1802,G1402,0.7783268643570822
26219,G1802,E1107,0.846338318732996
26219,G1802,G1401,0.14033298016519657
26219,G1802,G1402,0.7783268643570822
26274,G1802,E1107,0.846338318732996
26274,G1802,G1401,0.14033298016519657
26274,G1802,G1402,0.7783268643570822
27203,G1802,E1107,0.846338318732996
27203,G1802,G1401,0.14033298016519657
27203,G1802,G1402,0.7783268643570822
32301,G1802,E1107,0.846338318732996
32301,G1802,G1401,0.14033298016519657
32301,G1802,G1402,0.7783268643570822
33370,G1802,E1107,0.846338318732996
33370,G1802,G1401,0.14033298016519657
33370,G1802,G1402,0.7783268643570822
33412,G1802,E1107,0.846338318732996
33412,G1802,G1401,0.14033298016519657
33412,G1802,G1402,0.7783268643570822
33450,G1802,E1107,0.846338318732996
33450,G1802,G1401,0.14033298016519657
33450,G1802,G1402,0.7783268643570822
34074,G1802,E1107,0.846338318732996
34074,G1802,G1401,0.14033298016519657
34074,G1802,G1402,0.7783268643570822
35177,G1802,E1107,0.846338318732996
35177,G1802,G1401,0.14033298016519657
35177,G1802,G1402,0.7783268643570822
37002,G1802,E1107,0.846338318732996
37002,G1802,G1401,0.14033298016519657
37002,G1802,G1402,0.7783268643570822
39430,G1802,E1107,0.846338318732996
39430,G1802,G1401,0.14033298016519657
39430,G1802,G1402,0.7783268643570822
39445,G1802,E1107,0.846338318732996
39445,G1802,G1401,0.14033298016519657
39445,G1802,G1402,0.7783268643570822
40108,G1802,E1107,0.846338318732996
40108,G1802,G1401,0.14033298016519657
40108,G1802,G1402,0.7783268643570822
45198,G1802,E1107,0.846338318732996
45198,G1802,G1401,0.14033298016519657
45198,G1802,G1402,0.7783268643570822
45281,G1802,E1107,0.846338318732996
45281,G1802,G1401,0.14033298016519657
45281,G1802,G1402,0.7783268643570822
46169,G1802,E1107,0.846338318732996
46169,G1802,G1401,0.14033298016519657
46169,G1802,G1402,0.7783268643570822
47165,G1802,E1107,0.846338318732996
47165,G1802,G1401,0.14033298016519657
47165,G1802,G1402,0.7783268643570822
50164,G1802,E1107,0.846338318732996
50164,G1802,G1401,0.14033298016519657
50164,G1802,G1402,0.7783268643570822
50403,G1802,E1107,0.846338318732996
50403,G1802,G1401,0.14033298016519657
50403,G1802,G1402,0.7783268643570822
51001,G1802,E1107,0.846338318732996
51001,G1802,G1401,0.14033298016519657
51001,G1802,G1402,0.7783268643570822
51168,G1802,E1107,0.846338318732996
51168,G1802,G1401,0.14033298016519657
51168,G1802,G1402,0.7783268643570822
51336,G1802,E1107,0.846338318732996
51336,G1802,G1401,0.14033298016519657
51336,G1802,G1402,0.7783268643570822
52493,G1802,E1107,0.846338318732996
52493,G1802,G1401,0.14033298016519657
52493,G1802,G1402,0.7783268643570822
54336,G1802,E1107,0.846338318732996
54336,G1802,G1401,0.14033298016519657
54336,G1802,G1402,0.7783268643570822
54362,G1802,E1107,0.846338318732996
54362,G1802,G1401,0.14033298016519657
54362,G1802,G1402,0.7783268643570822
55532,G1802,E1107,0.846338318732996
55532,G1802,G1401,0.14033298016519657
55532,G1802,G1402,0.7783268643570822
56112,G1802,E1107,0.846338318732996
56112,G1802,G1401,0.14033298016519657
56112,G1802,G1402,0.7783268643570822
57082,G1802,E1107,0.846338318732996
57082,G1802,G1401,0.14033298016519657
57082,G1802,G1402,0.7783268643570822
57534,G1802,E1107,0.846338318732996
57534,G1802,G1401,0.14033298016519657
57534,G1802,G1402,0.7783268643570822
57610,G1802,E1107,0.846338318732996
57610,G1802,G1401,0.14033298016519657
57610,G1802,G1402,0.7783268643570822
59103,G1802,E1107,0.846338318732996
59103,G1802,G1401,0.14033298016519657
59103,G1802,G1402,0.7783268643570822
59345,G1802,E1107,0.846338318732996
59345,G1802,G1401,0.14033298016519657
59345,G1802,G1402,0.7783268643570822
62007,G1802,E1107,0.846338318732996
62007,G1802,G1401,0.14033298016519657
62007,G1802,G1402,0.7783268643570822
62014,G1802,E1107,0.846338318732996
62014,G1802,G1401,0.14033298016519657
62014,G1802,G1402,0.7783268643570822
62886,G1802,E1107,0.846338318732996
62886,G1802,G1401,0.14033298016519657
62886,G1802,G1402,0.7783268643570822
63190,G1802,E1107,0.846338318732996
63190,G1802,G1401,0.14033298016519657
63190,G1802,G1402,0.7783268643570822
64078,G1802,E1107,0.846338318732996
64078,G1802,G1401,0.14033298016519657
64078,G1802,G1402,0.7783268643570822
64523,G1802,E1107,0.846338318732996
64523,G1802,G1401,0.14033298016519657
64523,G1802,G1402,0.7783268643570822
66107,G1802,E1107,0.846338318732996
66107,G1802,G1401,0.14033298016519657
66107,G1802,G1402,0.7783268643570822
66150,G1802,E1107,0.846338318732996
66150,G1802,G1401,0.14033298016519657
66150,G1802,G1402,0.7783268643570822
67433,G1802,E1107,0.846338318732996
67433,G1802,G1401,0.14033298016519657
67433,G1802,G1402,0.7783268643570822
68027,G1802,E1107,0.846338318732996
68027,G1802,G1401,0.14033298016519657
68027,G1802,G1402,0.7783268643570822
70049,G1802,E1107,0.846338318732996
70049,G1802,G1401,0.14033298016519657
70049,G1802,G1402,0.7783268643570822
70262,G1802,E1107,0.846338318732996
70262,G1802,G1401,0.14033298016519657
70262,G1802,G1402,0.7783268643570822
71013,G1802,E1107,0.846338318732996
71013,G1802,G1401,0.14033298016519657
71013,G1802,G1402,0.7783268643570822
71546,G1802,E1107,0.846338318732996
71546,G1802,G1401,0.14033298016519657
71546,G1802,G1402,0.7783268643570822
72237,G1802,E1107,0.846338318732996
72237,G1802,G1401,0.14033298016519657
72237,G1802,G1402,0.7783268643570822
72274,G1802,E1107,0.846338318732996
72274,G1802,G1401,0.14033298016519657
72274,G1802,G1402,0.7783268643570822
73273,G1802,E1107,0.846338318732996
73273,G1802,G1401,0.14033298016519657
73273,G1802,G1402,0.7783268643570822
74138,G1802,E1107,0.846338318732996
74138,G1802,G1401,0.14033298016519657
74138,G1802,G1402,0.7783268643570822
74205,G1802,E1107,0.846338318732996
74205,G1802,G1401,0.14033298016519657
74205,G1802,G1402,0.7783268643570822
76054,G1802,E1107,0.846338318732996
76054,G1802,G1401,0.14033298016519657
76054,G1802,G1402,0.7783268643570822
77053,G1802,E1107,0.846338318732996
77053,G1802,G1401,0.14033298016519657
77053,G1802,G1402,0.7783268643570822
77139,G1802,E1107,0.846338318732996
77139,G1802,G1401,0.14033298016519657
77139,G1802,G1402,0.7783268643570822
78057,G1802,E1107,0.846338318732996
78057,G1802,G1401,0.14033298016519657
78057,G1802,G1402,0.7783268643570822
79111,G1802,E1107,0.846338318732996
79111,G1802,G1401,0.14033298016519657
79111,G1802,G1402,0.7783268643570822
79225,G1802,E1107,0.846338318732996
79225,G1802,G1401,0.14033298016519657
79225,G1802,G1402,0.7783268643570822
80668,G1802,E1107,0.846338318732996
80668,G1802,G1401,0.14033298016519657
80668,G1802,G1402,0.7783268643570822
81106,G1802,E1107,0.846338318732996
81106,G1802,G1401,0.14033298016519657
81106,G1802,G1402,0.7783268643570822
82050,G1802,E1107,0.846338318732996
82050,G1802,G1401,0.14033298016519657
82050,G1802,G1402,0.7783268643570822
82121,G1802,E1107,0.846338318732996
82121,G1802,G1401,0.14033298016519657
82121,G1802,G1402,0.7783268643570822
83100,G1802,E1107,0.846338318732996
83100,G1802,G1401,0.14033298016519657
83100,G1802,G1402,0.7783268643570822
84003,G1802,E1107,0.846338318732996
84003,G1802,G1401,0.14033298016519657
84003,G1802,G1402,0.7783268643570822
86163,G1802,E1107,0.846338318732996
86163,G1802,G1401,0.14033298016519657
86163,G1802,G1402,0.7783268643570822
87084,G1802,E1107,0.846338318732996
87084,G1802,G1401,0.14033298016519657
87084,G1802,G1402,0.7783268643570822
88166,G1802,E1107,0.846338318732996
88166,G1802,G1401,0.14033298016519657
88166,G1802,G1402,0.7783268643570822
89117,G1802,E1107,0.846338318732996
89117,G1802,G1401,0.14033298016519657
89117,G1802,G1402,0.7783268643570822
90049,G1802,E1107,0.846338318732996
90049,G1802,G1401,0.14033298016519657
90049,G1802,G1402,0.7783268643570822
95395,G1802,E1107,0.846338318732996
95395,G1802,G1401,0.14033298016519657
95395,G1802,G1402,0.7783268643570822
01110,M1706,D1406,0.3722601123981637
01110,M1706,E1401,0.9773888247476495
01110,M1706,M1702,0.25543656408257676
01128,M1706,D1406,0.3722601123981637
01128,M1706,E1401,0.9773888247476495
01128,M1706,M1702,0.25543656408257676
02100,M1706,D1406,0.3722601123981637
02100,M1706,E1401,0.9773888247476495
02100,M1706,M1702,0.25543656408257676
02368,M1706,D1406,0.3722601123981637
02368,M1706,E1401,0.9773888247476495
02368,M1706,M1702,0.25543656408257676
02407,M1706,D1406,0.3722601123981637
02407,M1706,E1401,0.9773888247476495
02407,M1706,M1702,0.25543656408257676
02491,M1706,D1406,0.3722601123981637
02491,M1706,E1401,0.9773888247476495
02491,M1706,M1702,0.25543656408257676
02514,M1706,D1406,0.3722601123981637
02514,M1706,E1401,0.9773888247476495
02514,M1706,M1702,0.25543656408257676
06089,M1706,D1406,0.3722601123981637
06089,M1706,E1401,0.9773888247476495
06089,M1706,M1702,0.25543656408257676
06159,M1706,D1406,0.3722601123981637
06159,M1706,E1401,0.9773888247476495
06159,M1706,M1702,0.25543656408257676
08145,M1706,D1406,0.3722601123981637
08145,M1706,E1401,0.9773888247476495
08145,M1706,M1702,0.25543656408257676
08338,M1706,D1406,0.3722601123981637
08338,M1706,E1401,0.9773888247476495
08338,M1706,M1702,0.25543656408257676
09026,M1706,D1406,0.3722601123981637
09026,M1706,E1401,0.9773888247476495
09026,M1706,M1702,0.25543656408257676
09080,M1706,D1406,0.3722601123981637
09080,M1706,E1401,0.9773888247476495
09080,M1706,M1702,0.25543656408257676
10242,M1706,D1406,0.3722601123981637
10242,M1706,E1401,0.9773888247476495
10242,M1706,M1702,0.25543656408257676
10317,M1706,D1406,0.3722601123981637
10317,M1706,E1401,0.9773888247476495
10317,M1706,M1702,0.25543656408257676
10378,M1706,D1406,0.3722601123981637
10378,M1706,E1401,0.9773888247476495
10378,M1706,M1702,0.25543656408257676
11005,M1706,D1406,0.3722601123981637
11005,M1706,E1401,0.9773888247476495
11005,M1706,M1702,0.25543656408257676
11218,M1706,D1406,0.3722601123981637
11218,M1706,E1401,0.9773888247476495
11218,M1706,M1702,0.25543656408257676
11234,M1706,D1406,0.3722601123981637
11234,M1706,E1401,0.9773888247476495
11234,M1706,M1702,0.25543656408257676
17125,M1706,D1406,0.3722601123981637
17125,M1706,E1401,0.9773888247476495
17125,M1706,M1702,0.25543656408257676
18032,M1706,D1406,0.3722601123981637
18032,M1706,E1401,0.9773888247476495
18032,M1706,M1702,0.25543656408257676
18217,M1706,D1406,0.3722601123981637
18217,M1706,E1401,0.9773888247476495
18217,M1706,M1702,0.25543656408257676
19015,M1706,D1406,0.3722601123981637
19015,M1706,E1401,0.9773888247476495
19015,M1706,M1702,0.25543656408257676
19223,M1706,D1406,0.3722601123981637
19223,M1706,E1401,0.9773888247476495
19223,M1706,M1702,0.25543656408257676
21484,M1706,D1406,0.3722601123981637
21484,M1706,E1401,0.9773888247476495
21484,M1706,M1702,0.25543656408257676
21684,M1706,D1406,0.3722601123981637
21684,M1706,E1401,0.9773888247476495
21684,M1706,M1702,0.25543656408257676
22228,M1706,D1406,0.3722601123981637
22228,M1706,E1401,0.9773888247476495
22228,M1706,M1702,0.25543656408257676
23147,M1706,D1406,0.3722601123981637
23147,M1706,E1401,0.9773888247476495
23147,M1706,M1702,0.25543656408257676
24519,M1706,D1406,0.3722601123981637
24519,M1706,E1401,0.9773888247476495
24519,M1706,M1702,0.25543656408257676
25607,M1706,D1406,0.3722601123981637
25607,M1706,E1401,0.9773888247476495
25607,M1706,M1702,0.25543656408257676
26170,M1706,D1406,0.3722601123981637
26170,M1706,E1401,0.9773888247476495
26170,M1706,M1702,0.25543656408257676
26219,M1706,D1406,0.3722601123981637
26219,M1706,E1401,0.9773888247476495
26219,M1706,M1702,0.25543656408257676
26274,M1706,D1406,0.3722601123981637
26274,M1706,E1401,0.9773888247476495
26274,M1706,M1702,0.25543656408257676
27203,M1706,D1406,0.3722601123981637
27203,M1706,E1401,0.9773888247476495
27203,M1706,M1702,0.25543656408257676
