A1101,0161Z,Activités de soutien aux cultures,Conduite d'engins agricoles et forestiers,278,,,,23,87,9,41,95,5,4,0,0,0,0,0,0,0,0,14
A1101,0162Z,Activités de soutien à la production animale,Conduite d'engins agricoles et forestiers,44,,,,24,10,1,5,1,1,0,0,0,0,0,0,0,0,0,2
A1101,0220Z,Exploitation forestière,Conduite d'engins agricoles et forestiers,96,x,,,26,12,15,14,11,4,3,0,1,0,0,0,0,0,0,10
A1101,0240Z,Services de soutien à l'exploitation forestière,Conduite d'engins agricoles et forestiers,57,,,,22,12,7,2,3,0,2,5,0,0,0,0,0,0,0,4
A1101,0321Z,Aquaculture en mer,Conduite d'engins agricoles et forestiers,16,,,,0,6,2,4,1,1,1,0,0,0,0,0,0,0,0,1
A1101,1011Z,Transformation et conservation de la viande de boucherie,Conduite d'engins agricoles et forestiers,392,,,,2,0,0,103,3,94,40,43,0,11,45,7,36,0,0,8
A1101,1013A,Préparation industrielle de produits à base de viande,Conduite d'engins agricoles et forestiers,370,,,,0,0,2,8,3,8,129,126,9,74,11,0,0,0,0,0
A1101,1039A,Autre transformation et conservation de légumes,Conduite d'engins agricoles et forestiers,186,,,,3,0,0,2,7,16,3,0,7,148,0,0,0,0,0,0
A1101,1051A,Fabrication de lait liquide et de produits frais,Conduite d'engins agricoles et forestiers,193,,,,13,0,0,0,0,0,0,7,19,154,0,0,0,0,0,0
A1101,1051C,Fabrication de fromage,Conduite d'engins agricoles et forestiers,304,,,,0,0,0,0,38,27,61,27,13,65,73,0,0,0,0,0
A1101,1071A,Fabrication industrielle de pain et de pâtisserie fraîche,Conduite d'engins agricoles et forestiers,266,,,,0,0,0,0,0,47,90,53,55,21,0,0,0,0,0,0
A1101,1091Z,Fabrication d'aliments pour animaux de ferme,Conduite d'engins agricoles et forestiers,215,,,,0,0,7,0,3,139,53,5,0,7,0,0,0,0,0,1
A1101,1091Z,Fabrication d'aliments pour animaux de ferme,Conduite d'engins agricoles et forestiers,71,,,,1,1,11,0,4,39,10,5,0,0,0,0,0,0,0,0
A1101,1092Z,Fabrication d'aliments pour animaux de compagnie,Conduite d'engins agricoles et forestiers,204,,,,0,0,0,0,0,0,0,192,0,11,1,0,0,0,0,0
A1101,1610A,"""Sciage et rabotage du bois",Conduite d'engins agricoles et forestiers,20,,,,13,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0
A1101,1624Z,Fabrication d'emballages en bois,Conduite d'engins agricoles et forestiers,165,,,,0,0,0,0,35,23,97,0,0,0,0,0,0,0,0,10
A1101,2561Z,Traitement et revêtement des métaux,Conduite d'engins agricoles et forestiers,146,,,,5,0,0,18,15,18,67,23,0,0,0,0,0,0,0,0
A1101,2830Z,Fabrication de machines agricoles et forestières,Conduite d'engins agricoles et forestiers,192,,,,0,0,0,7,3,44,54,40,3,21,12,8,0,0,0,0
A1101,3320A,"""Installation de structures métalliques",Conduite d'engins agricoles et forestiers,149,,,,7,0,1,9,5,84,26,0,0,17,0,0,0,0,0,0
A1101,3811Z,Collecte des déchets non dangereux,Conduite d'engins agricoles et forestiers,244,,,,12,4,9,3,1,191,16,7,0,0,0,0,1,0,0,0
A1101,3821Z,Traitement et élimination des déchets non dangereux,Conduite d'engins agricoles et forestiers,200,,,,4,7,9,4,13,10,67,69,17,0,0,0,0,0,0,0
A1101,4211Z,Construction de routes et autoroutes,Conduite d'engins agricoles et forestiers,299,i,,,4,10,2,1,6,107,51,112,6,0,0,0,0,0,0,0
A1101,4312A,Travaux de terrassement courants et travaux préparatoires,Conduite d'engins agricoles et forestiers,990,i,,,106,97,107,71,203,270,71,5,0,2,0,0,0,0,0,58
A1101,4312A,Travaux de terrassement courants et travaux préparatoires,Conduite d'engins agricoles et forestiers,21,,,,2,2,9,3,2,2,0,0,0,0,0,0,0,0,0,1
A1101,4312B,Travaux de terrassement spécialisés ou de grande masse,Conduite d'engins agricoles et forestiers,321,i,,,15,3,65,25,48,79,17,31,11,0,3,0,0,0,0,24
A1101,4321A,Travaux d'installation électrique dans tous locaux,Conduite d'engins agricoles et forestiers,162,,,,21,7,9,0,3,16,74,28,1,0,0,0,0,0,0,3
A1101,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,Conduite d'engins agricoles et forestiers,143,,,,20,14,8,18,15,45,9,14,0,0,0,0,0,0,0,0
A1101,4399E,Location avec opérateur de matériel de construction,Conduite d'engins agricoles et forestiers,148,,,,6,8,12,5,21,96,0,0,0,0,0,0,0,0,0,0
A1101,4621Z,"""Commerce de gros (commerce interentreprises) de céréales",Conduite d'engins agricoles et forestiers,162,,,,10,10,64,3,16,13,1,11,14,12,0,0,0,0,0,8
A1101,4621Z,"""Commerce de gros (commerce interentreprises) de céréales",Conduite d'engins agricoles et forestiers,69,,,,2,5,4,14,7,3,29,2,2,0,0,0,0,0,0,1
A1101,4690Z,Commerce de gros (commerce interentreprises) non spécialisé,Conduite d'engins agricoles et forestiers,17,,,,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0
A1101,4941A,Transports routiers de fret interurbains,Conduite d'engins agricoles et forestiers,371,,,,15,19,2,88,34,30,9,72,57,22,21,0,0,0,0,2
A1101,4941B,Transports routiers de fret de proximité,Conduite d'engins agricoles et forestiers,448,,,,29,8,21,2,26,95,56,170,23,16,0,0,0,0,0,2
A1101,4941B,Transports routiers de fret de proximité,Conduite d'engins agricoles et forestiers,17,,,,2,7,1,0,3,3,1,0,0,0,0,0,0,0,0,0
A1101,5210B,Entreposage et stockage non frigorifique,Conduite d'engins agricoles et forestiers,140,,,,30,5,2,2,7,16,34,15,14,12,3,0,0,0,0,0
A1101,7010Z,Activités des sièges sociaux,Conduite d'engins agricoles et forestiers,175,,,,60,2,7,7,46,10,4,5,16,0,0,0,0,0,0,18
A1101,7010Z,Activités des sièges sociaux,Conduite d'engins agricoles et forestiers,18,,,,10,2,3,0,2,0,0,0,0,0,0,0,0,0,0,1
A1101,7731Z,Location et location-bail de machines et équipements agricoles,Conduite d'engins agricoles et forestiers,81,,,,18,27,19,4,7,0,0,0,0,0,0,0,0,0,0,6
A1101,7810Z,Activités des agences de placement de main-d'œuvre,Conduite d'engins agricoles et forestiers,49,,,,6,3,14,6,3,0,17,0,0,0,0,0,0,0,0,0
A1101,7820Z,Activités des agences de travail temporaire,Conduite d'engins agricoles et forestiers,156,,,,47,29,69,0,4,2,0,0,0,0,0,0,0,0,0,5
A1101,7830Z,Autre mise à disposition de ressources humaines,Conduite d'engins agricoles et forestiers,554,,,,126,48,105,48,76,73,30,21,0,3,0,0,0,0,0,24
A1101,8130Z,Services d'aménagement paysager,Conduite d'engins agricoles et forestiers,202,,,,20,16,13,7,30,56,25,1,0,0,0,0,0,0,0,34
A1101,8130Z,Services d'aménagement paysager,Conduite d'engins agricoles et forestiers,59,,,,16,14,6,10,8,2,1,1,0,0,0,0,0,0,0,1
A1101,8292Z,Activités de conditionnement,Conduite d'engins agricoles et forestiers,143,,,,2,1,2,103,4,8,23,0,0,0,0,0,0,0,0,0
A1101,9321Z,Activités des parcs d'attractions et parcs à thèmes,Conduite d'engins agricoles et forestiers,27,,,,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0
A1101,9499Z,Autres organisations fonctionnant par adhésion volontaire,Conduite d'engins agricoles et forestiers,36,,,,2,0,1,2,15,10,1,0,0,4,0,0,0,0,0,1
A1201,0111Z,"""Culture de céréales (à l'exception du riz)",Bûcheronnage et élagage,45,,,,18,17,3,2,2,0,1,0,0,0,0,0,0,0,0,2
A1201,0113Z,"""Culture de légumes",Bûcheronnage et élagage,23,,,,8,5,2,3,0,0,1,0,0,0,0,0,0,0,0,4
A1201,0119Z,Autres cultures non permanentes,Bûcheronnage et élagage,9,,,,3,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
A1201,0121Z,Culture de la vigne,Bûcheronnage et élagage,160, ,,,57,47,21,10,10,2,0,0,0,0,0,0,0,0,0,13
A1201,0124Z,Culture de fruits à pépins et à noyau,Bûcheronnage et élagage,32,,,,10,7,6,1,2,1,0,1,0,0,0,0,0,0,0,4
A1201,0130Z,Reproduction de plantes,Bûcheronnage et élagage,14,,,,1,6,4,2,1,0,0,0,0,0,0,0,0,0,0,0
A1201,0141Z,Élevage de vaches laitières,Bûcheronnage et élagage,10,,,,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
A1201,0142Z,Élevage d'autres bovins et de buffles,Bûcheronnage et élagage,15,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3
A1201,0145Z,Élevage d'ovins et de caprins,Bûcheronnage et élagage,9,,,,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
A1201,0147Z,Élevage de volailles,Bûcheronnage et élagage,16,,,,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,8
A1201,0150Z,Culture et élevage associés,Bûcheronnage et élagage,12,,,,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1
A1201,0161Z,Activités de soutien aux cultures,Bûcheronnage et élagage,82, ,,,45,7,4,5,1,9,1,1,0,0,0,0,0,0,0,9
A1201,0162Z,Activités de soutien à la production animale,Bûcheronnage et élagage,12,,,,0,1,0,0,0,10,0,1,0,0,0,0,0,0,0,0
A1201,0210Z,Sylviculture et autres activités forestières,Bûcheronnage et élagage,46,x,,,21,1,8,2,8,3,0,0,0,0,0,0,0,0,0,3
A1201,0220Z,Exploitation forestière,Bûcheronnage et élagage,228,x,,,113,36,19,18,17,1,2,0,2,0,0,0,0,0,0,20
A1201,0240Z,Services de soutien à l'exploitation forestière,Bûcheronnage et élagage,431,x,,,200,78,30,19,8,3,2,34,0,0,2,5,0,0,0,50
A1201,1011Z,Transformation et conservation de la viande de boucherie,Bûcheronnage et élagage,154,,,,8,0,0,0,0,6,25,16,34,18,36,0,11,0,0,0
A1201,1012Z,Transformation et conservation de la viande de volaille,Bûcheronnage et élagage,127,,,,0,0,0,2,0,1,4,29,28,55,8,0,0,0,0,0
A1201,1013A,Préparation industrielle de produits à base de viande,Bûcheronnage et élagage,202,,,,12,0,0,1,5,86,1,71,1,21,4,0,0,0,0,0
A1201,1051C,Fabrication de fromage,Bûcheronnage et élagage,245,,,,8,2,0,19,9,23,18,14,23,112,17,0,0,0,0,0
A1201,1071A,Fabrication industrielle de pain et de pâtisserie fraîche,Bûcheronnage et élagage,107,,,,0,0,0,0,0,21,23,12,1,48,0,0,0,0,0,2
A1201,1610A,"""Sciage et rabotage du bois",Bûcheronnage et élagage,384,i,,,17,0,2,32,101,209,11,0,0,12,0,0,0,0,0,0
A1201,1610A,"""Sciage et rabotage du bois",Bûcheronnage et élagage,18,,,,5,3,3,1,1,3,0,0,0,0,0,0,0,0,0,2
A1201,2221Z,"""Fabrication de plaques",Bûcheronnage et élagage,132,,,,0,0,9,0,1,1,11,32,45,33,0,0,0,0,0,0
A1201,2561Z,Traitement et revêtement des métaux,Bûcheronnage et élagage,190,,,,20,0,1,0,22,92,11,43,0,1,0,0,0,0,0,0
A1201,2932Z,Fabrication d'autres équipements automobiles,Bûcheronnage et élagage,221,,,,0,0,0,0,0,1,0,1,95,30,94,0,0,0,0,0
A1201,3811Z,Collecte des déchets non dangereux,Bûcheronnage et élagage,481,,,,36,6,0,3,11,131,120,106,55,0,0,0,0,0,0,13
A1201,3821Z,Traitement et élimination des déchets non dangereux,Bûcheronnage et élagage,141,,,,1,4,1,0,1,44,85,0,0,0,0,0,0,0,0,5
A1201,3832Z,Récupération de déchets triés,Bûcheronnage et élagage,135,,,,3,0,0,7,24,3,17,0,2,0,0,0,0,0,0,79
A1201,4120B,Construction d'autres bâtiments,Bûcheronnage et élagage,143,,,,5,4,0,2,16,9,9,61,14,16,1,6,0,0,0,0
A1201,4211Z,Construction de routes et autoroutes,Bûcheronnage et élagage,233,,,,28,13,1,2,22,19,89,56,0,0,0,0,0,0,0,3
A1201,4222Z,Construction de réseaux électriques et de télécommunications,Bûcheronnage et élagage,120,,,,41,0,0,6,9,8,36,15,1,0,0,0,0,0,0,4
A1201,4291Z,Construction d'ouvrages maritimes et fluviaux,Bûcheronnage et élagage,157,,,,5,1,0,8,2,1,138,0,0,0,0,0,0,0,0,2
A1201,4312A,Travaux de terrassement courants et travaux préparatoires,Bûcheronnage et élagage,236,,,,31,20,13,27,71,41,12,14,1,2,0,0,0,0,0,4
A1201,4321A,Travaux d'installation électrique dans tous locaux,Bûcheronnage et élagage,121,,,,15,4,12,29,3,37,15,2,0,0,2,0,0,0,0,2
A1201,4332A,Travaux de menuiserie bois et PVC,Bûcheronnage et élagage,106,,,,28,19,13,4,23,18,1,0,0,0,0,0,0,0,0,0
A1201,4391B,Travaux de couverture par éléments,Bûcheronnage et élagage,145,,,,43,16,30,20,9,23,1,2,0,0,0,0,0,0,0,1
A1201,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,Bûcheronnage et élagage,320,,,,45,30,33,34,40,82,39,9,0,0,0,0,0,0,0,8
A1201,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,Bûcheronnage et élagage,15,,,,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0
A1201,4399D,Autres travaux spécialisés de construction,Bûcheronnage et élagage,336,,,,85,13,28,42,37,42,23,16,0,0,0,0,0,0,0,50
A1201,4673A,Commerce de gros (commerce interentreprises) de bois et de matériaux de construction,Bûcheronnage et élagage,20,,,,10,7,1,0,1,0,0,0,0,0,0,0,0,0,0,1
A1201,4711F,Hypermarchés,Bûcheronnage et élagage,11,,,,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
A1201,4941B,Transports routiers de fret de proximité,Bûcheronnage et élagage,174,,,,11,14,0,5,50,48,25,1,0,2,0,0,0,0,0,18
A1201,5210B,Entreposage et stockage non frigorifique,Bûcheronnage et élagage,341,,,,2,0,74,7,23,123,7,37,5,19,16,0,0,0,0,28
A1201,5229B,Affrètement et organisation des transports,Bûcheronnage et élagage,108,,,,1,0,0,36,4,44,11,11,0,1,0,0,0,0,0,0
A1201,5310Z,Activités de poste dans le cadre d'une obligation de service universel,Bûcheronnage et élagage,9,,,,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0
A1201,7010Z,Activités des sièges sociaux,Bûcheronnage et élagage,113,,,,24,6,11,22,21,10,5,4,2,3,0,0,0,0,0,5
A1201,7311Z,Activités des agences de publicité,Bûcheronnage et élagage,23,,,,4,0,0,0,0,8,0,11,0,0,0,0,0,0,0,0
A1201,7490B,"""Activités spécialisées",Bûcheronnage et élagage,146,,,,33,0,0,0,0,2,0,18,0,93,0,0,0,0,0,0
A1201,8121Z,Nettoyage courant des bâtiments,Bûcheronnage et élagage,132,,,,19,35,28,1,1,27,13,0,0,3,0,0,0,0,0,5
A1201,8130Z,Services d'aménagement paysager,Bûcheronnage et élagage,2071,i,,,321,130,142,175,291,516,221,51,0,69,0,0,0,0,0,155
A1201,8130Z,Services d'aménagement paysager,Bûcheronnage et élagage,484,x,,,170,88,83,39,35,20,8,3,0,0,0,0,0,0,0,38
A1201,8299Z,Autres activités de soutien aux entreprises n.c.a.,Bûcheronnage et élagage,228,,,,1,3,0,92,25,90,1,1,0,15,0,0,0,0,0,0
A1201,8810C,Aide par le travail,Bûcheronnage et élagage,16,,,,0,0,4,0,1,0,11,0,0,0,0,0,0,0,0,0
A1201,8899B,Action sociale sans hébergement n.c.a.,Bûcheronnage et élagage,23,,,,1,0,10,3,3,3,1,0,1,1,0,0,0,0,0,0
A1201,9001Z,Arts du spectacle vivant,Bûcheronnage et élagage,29,,,,4,9,0,3,0,9,0,0,0,0,0,0,0,0,0,4
A1201,9002Z,Activités de soutien au spectacle vivant,Bûcheronnage et élagage,44,,,,2,0,2,24,1,0,15,0,0,0,0,0,0,0,0,0
A1201,9499Z,Autres organisations fonctionnant par adhésion volontaire,Bûcheronnage et élagage,60,,,,10,2,3,0,41,4,0,0,0,0,0,0,0,0,0,0
A1202,0111Z,"""Culture de céréales (à l'exception du riz)",Entretien des espaces naturels,133, ,,,60,43,6,14,0,5,0,0,0,0,0,0,0,0,0,5
A1202,0113Z,"""Culture de légumes",Entretien des espaces naturels,35,,,,5,7,7,3,5,2,2,0,0,0,1,0,0,0,0,3
A1202,0119Z,Autres cultures non permanentes,Entretien des espaces naturels,16,,,,1,0,8,0,1,4,2,0,0,0,0,0,0,0,0,0
A1202,0121Z,Culture de la vigne,Entretien des espaces naturels,242, ,,,73,80,35,21,13,7,0,2,0,0,0,0,0,0,0,11
A1202,0124Z,Culture de fruits à pépins et à noyau,Entretien des espaces naturels,55, ,,,31,7,10,2,2,1,0,0,0,0,0,0,0,0,0,2
A1202,0130Z,Reproduction de plantes,Entretien des espaces naturels,27,,,,5,10,5,3,2,1,0,0,0,0,0,0,0,0,0,1
A1202,0141Z,Élevage de vaches laitières,Entretien des espaces naturels,21,,,,11,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0
A1202,0142Z,Élevage d'autres bovins et de buffles,Entretien des espaces naturels,13,,,,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
A1202,0147Z,Élevage de volailles,Entretien des espaces naturels,91, ,,,64,6,4,4,4,1,3,0,0,0,0,0,0,0,0,5
A1202,0150Z,Culture et élevage associés,Entretien des espaces naturels,39,,,,18,15,1,4,0,0,0,0,0,0,0,0,0,0,0,1
A1202,0161Z,Activités de soutien aux cultures,Entretien des espaces naturels,18,,,,4,4,3,1,5,0,0,0,0,0,0,0,0,0,0,1
A1202,0162Z,Activités de soutien à la production animale,Entretien des espaces naturels,12,,,,0,5,0,0,5,1,1,0,0,0,0,0,0,0,0,0
A1202,0240Z,Services de soutien à l'exploitation forestière,Entretien des espaces naturels,29,,,,13,5,5,0,0,0,0,4,0,0,1,0,0,0,0,1
A1202,0321Z,Aquaculture en mer,Entretien des espaces naturels,41,,,,0,11,16,3,8,3,0,0,0,0,0,0,0,0,0,0
A1202,1011Z,Transformation et conservation de la viande de boucherie,Entretien des espaces naturels,425,,,,16,0,0,4,0,27,110,41,112,78,13,0,24,0,0,0
A1202,1012Z,Transformation et conservation de la viande de volaille,Entretien des espaces naturels,354,,,,11,0,0,4,0,4,30,27,6,140,53,9,68,0,0,2
A1202,1013A,Préparation industrielle de produits à base de viande,Entretien des espaces naturels,277,,,,2,4,0,1,8,10,66,69,3,40,30,0,0,0,0,44
A1202,1051C,Fabrication de fromage,Entretien des espaces naturels,345,,,,4,0,0,0,1,89,69,66,25,70,16,0,0,0,0,5
A1202,1071A,Fabrication industrielle de pain et de pâtisserie fraîche,Entretien des espaces naturels,200,,,,1,0,0,0,0,69,12,81,11,12,0,0,0,0,0,14
A1202,1085Z,Fabrication de plats préparés,Entretien des espaces naturels,201,,,,0,0,0,0,1,14,36,60,12,58,19,0,0,0,0,1
A1202,1610A,"""Sciage et rabotage du bois",Entretien des espaces naturels,336,,,,6,0,112,7,22,29,57,73,0,30,0,0,0,0,0,0
A1202,2550B,"""Découpage",Entretien des espaces naturels,173,,,,32,0,0,3,0,134,3,0,0,1,0,0,0,0,0,0
A1202,2561Z,Traitement et revêtement des métaux,Entretien des espaces naturels,293,,,,4,0,0,6,87,140,18,38,0,0,0,0,0,0,0,0
A1202,3700Z,Collecte et traitement des eaux usées,Entretien des espaces naturels,232,,,,15,0,7,2,0,199,1,0,0,8,0,0,0,0,0,0
A1202,3811Z,Collecte des déchets non dangereux,Entretien des espaces naturels,2247,,,,232,0,1,7,144,472,780,61,65,1,4,0,0,0,0,480
A1202,3821Z,Traitement et élimination des déchets non dangereux,Entretien des espaces naturels,784,,,,123,0,110,0,9,171,335,9,19,0,0,0,0,0,0,8
A1202,3822Z,Traitement et élimination des déchets dangereux,Entretien des espaces naturels,310,,,,5,0,0,0,0,41,0,264,0,0,0,0,0,0,0,0
A1202,3832Z,Récupération de déchets triés,Entretien des espaces naturels,317,,,,8,33,12,100,23,115,8,9,0,0,0,0,0,0,0,9
A1202,4120B,Construction d'autres bâtiments,Entretien des espaces naturels,283,,,,25,0,3,3,14,68,91,31,18,5,14,0,0,0,0,11
A1202,4211Z,Construction de routes et autoroutes,Entretien des espaces naturels,235,,,,9,0,6,3,6,25,59,92,8,1,11,0,0,0,0,15
A1202,4221Z,Construction de réseaux pour fluides,Entretien des espaces naturels,179,,,,14,2,0,4,2,93,31,20,1,2,4,0,0,0,0,6
A1202,4312A,Travaux de terrassement courants et travaux préparatoires,Entretien des espaces naturels,437,,,,22,226,21,3,48,66,18,3,0,23,0,0,0,0,0,7
A1202,4321A,Travaux d'installation électrique dans tous locaux,Entretien des espaces naturels,166,,,,55,5,2,2,18,26,19,19,6,5,4,1,0,0,0,4
A1202,4334Z,Travaux de peinture et vitrerie,Entretien des espaces naturels,180,,,,10,0,16,16,12,59,58,3,0,0,0,0,0,0,0,6
A1202,4399C,Travaux de maçonnerie générale et gros œuvre de bâtiment,Entretien des espaces naturels,210,,,,15,7,15,14,26,66,31,18,0,0,0,0,0,0,0,18
A1202,4617A,Centrales d'achat alimentaires,Entretien des espaces naturels,220,,,,0,0,0,0,0,0,0,33,0,122,53,3,9,0,0,0
A1202,4772A,Commerce de détail de la chaussure,Entretien des espaces naturels,10,,,,0,0,6,4,0,0,0,0,0,0,0,0,0,0,0,0
A1202,4941B,Transports routiers de fret de proximité,Entretien des espaces naturels,228,,,,5,4,31,6,29,73,11,50,1,3,0,0,0,0,0,15
A1202,5210A,Entreposage et stockage frigorifique,Entretien des espaces naturels,150,,,,0,0,1,19,9,21,8,88,3,1,0,0,0,0,0,0
A1202,5210B,Entreposage et stockage non frigorifique,Entretien des espaces naturels,488,,,,17,78,23,28,24,80,40,93,44,30,29,0,0,0,0,2
A1202,5229B,Affrètement et organisation des transports,Entretien des espaces naturels,157,,,,2,0,0,1,72,16,1,18,46,0,0,0,0,0,0,1
A1202,5310Z,Activités de poste dans le cadre d'une obligation de service universel,Entretien des espaces naturels,26,,,,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0
A1202,5610A,Restauration traditionnelle,Entretien des espaces naturels,10,,,,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1
A1202,5629A,Restauration collective sous contrat,Entretien des espaces naturels,33,,,,0,27,0,2,0,4,0,0,0,0,0,0,0,0,0,0
A1202,7010Z,Activités des sièges sociaux,Entretien des espaces naturels,203,,,,59,33,7,4,5,23,5,10,6,4,15,2,0,0,0,30
A1202,7010Z,Activités des sièges sociaux,Entretien des espaces naturels,45,,,,6,0,1,2,36,0,0,0,0,0,0,0,0,0,0,0
A1202,7311Z,Activités des agences de publicité,Entretien des espaces naturels,15,,,,4,0,6,0,1,1,1,1,1,0,0,0,0,0,0,0
A1202,8121Z,Nettoyage courant des bâtiments,Entretien des espaces naturels,181,,,,13,2,2,24,7,16,78,3,3,17,8,0,0,0,0,8
A1202,8130Z,Services d'aménagement paysager,Entretien des espaces naturels,1411,i,,,135,62,39,36,236,481,149,94,28,40,0,0,0,0,0,111
A1202,8130Z,Services d'aménagement paysager,Entretien des espaces naturels,160,x,,,31,23,26,11,29,22,7,2,0,0,0,0,0,0,0,9
A1202,8292Z,Activités de conditionnement,Entretien des espaces naturels,169,,,,2,8,5,3,12,70,53,16,0,0,0,0,0,0,0,0
A1202,8411Z,Administration publique générale,Entretien des espaces naturels,34,,,,0,0,4,3,1,1,0,0,1,1,2,0,20,0,0,1
A1202,8810A,Aide à domicile,Entretien des espaces naturels,22,,,,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1
A1202,8810C,Aide par le travail,Entretien des espaces naturels,18,,,,0,0,1,4,1,1,1,0,0,0,0,0,0,0,0,10
A1202,9311Z,Gestion d'installations sportives,Entretien des espaces naturels,10,,,,1,1,0,4,2,2,0,0,0,0,0,0,0,0,0,0
A1202,9499Z,Autres organisations fonctionnant par adhésion volontaire,Entretien des espaces naturels,167,,,,36,8,18,5,86,11,3,0,0,0,0,0,0,0,0,0
A1203,0111Z,"""Culture de céréales (à l'exception du riz)",Entretien des espaces verts,902, ,,,343,340,92,35,16,12,17,2,0,0,0,0,0,0,0,45
A1203,0113Z,"""Culture de légumes",Entretien des espaces verts,577, ,,,184,90,67,40,55,62,11,18,0,0,2,0,0,0,0,48
A1203,0119Z,Autres cultures non permanentes,Entretien des espaces verts,244, ,,,26,49,38,38,36,44,8,0,0,0,0,0,0,0,0,5
A1203,0121Z,Culture de la vigne,Entretien des espaces verts,2146, ,,,595,682,398,160,93,57,18,9,0,0,0,0,0,0,0,134
A1203,0124Z,Culture de fruits à pépins et à noyau,Entretien des espaces verts,420, ,,,131,81,69,49,31,14,13,0,8,0,0,0,0,0,0,24
A1203,0130Z,Reproduction de plantes,Entretien des espaces verts,425,x,,,94,66,79,40,37,43,26,3,4,2,1,0,0,0,0,30
A1203,0141Z,Élevage de vaches laitières,Entretien des espaces verts,165,,,,97,38,14,0,2,0,0,0,0,0,0,0,0,0,0,14
A1203,0147Z,Élevage de volailles,Entretien des espaces verts,395,,,,241,80,12,18,8,2,1,0,0,2,0,0,0,0,0,31
A1203,0150Z,Culture et élevage associés,Entretien des espaces verts,258, ,,,119,96,11,8,3,7,0,0,0,0,0,0,0,0,0,14
A1203,0161Z,Activités de soutien aux cultures,Entretien des espaces verts,330, ,,,124,46,40,33,36,14,2,6,0,0,0,0,0,0,0,29
A1203,0321Z,Aquaculture en mer,Entretien des espaces verts,189,,,,31,42,32,37,27,13,4,0,0,0,0,0,0,0,0,3
A1203,1011Z,Transformation et conservation de la viande de boucherie,Entretien des espaces verts,3891,,,,115,4,1,315,107,991,676,232,168,185,726,32,331,0,0,8
