rome_id|rome_label
11660|Camionneur / Camionneuse
11679|Cariste
11680|Cariste agent / agente de magasinage
11681|Cariste agent / agente de quai
11682|Cariste bobinier / bobinière
11683|Cariste chargeur/déchargeur / chargeuse/déchargeuse
11684|Cariste d'entrepôt
11685|Cariste en préparation logistique
11686|Cariste manutentionnaire
11687|Cariste pointeur / pointeuse
11688|Cariste réceptionnaire
11689|Cariste secteur industrie
11690|Carreleur / Carreleuse
11691|Carreleur / Carreleuse mosaïste
11692|Carreleur-faïencier / Carreleuse-faïencière
11693|Carreleur-faïencier / Carreleuse-faïencière mosaïste
11698|Carrossier / Carrossière
11699|Carrossier / Carrossière en véhicules industriels
11700|Carrossier / Carrossière poids lourds
11701|Carrossier-peintre / Carrossière-peintre
11702|Carrossier-réparateur / Carrossière-réparatrice
11703|Carrossier-tôlier / Carrossière-tôlière
11726|Céréalier / Céréalière
11731|Champignonniste
11733|Chanteur / Chanteuse
11734|Chanteur / Chanteuse de variétés
11735|Chanteur / Chanteuse lyrique
11736|Chanteur / Chanteuse soliste
11739|Chapiste
11743|Chargé / Chargée d'accueil
11744|Chargé / Chargée d'accueil en banque
11745|Chargé / Chargée d'accueil en réceptif local
11746|Chargé / Chargée d'accueil et de services clientèle bancaire
11747|Chargé / Chargée d'accueil touristique
11751|Chargé / Chargée d'affaires BTP
11753|Chargé / Chargée d'affaires de la construction
11754|Chargé / Chargée d'affaires en électricité
11759|Chargé / Chargée d'affaires marketing
11762|Chargé / Chargée d'analyses physico-chimiques de laboratoire
11763|Chargé / Chargée d'animation de projets éducatifs de quartier
11767|Chargé / Chargée de clientèle bancaire
11770|Chargé / Chargée de clientèle commerciale
11771|Chargé / Chargée de clientèle de banque
11775|Chargé / Chargée de clientèle entreprises
11777|Chargé / Chargée de clientèle particuliers
11779|Chargé / Chargée de clientèle professionnelle
11780|Chargé / Chargée de communication
11781|Chargé / Chargée de communication externe
11782|Chargé / Chargée de communication interne
11783|Chargé / Chargée de communication scientifique
11784|Chargé / Chargée de communication sociale
11790|Chargé / Chargée de développement culturel
11792|Chargé / Chargée de développement économique
11793|Chargé / Chargée de développement local
11794|Chargé / Chargée de développement social
11796|Chargé / Chargée de formation en entreprise
11797|Chargé / Chargée de formation en organisme de formation
11798|Chargé / Chargée de gestion bancaire
11804|Chargé / Chargée de la gestion administrative du personnel
11807|Chargé / Chargée de l'emploi et des compétences
11818|Chargé / Chargée de mission développement de zones d'activités
11819|Chargé / Chargée de mission développement économique
11820|Chargé / Chargée de mission développement local
11822|Chargé / Chargée de mission développement urbain
11823|Chargé / Chargée de mission emploi formation
11826|Chargé / Chargée de mission marketing
11834|Chargé / Chargée de postproduction
11835|Chargé / Chargée de presse
11836|Chargé / Chargée de production audiovisuelle
11837|Chargé / Chargée de production cinématographique
11838|Chargé / Chargée de production de spectacles
11842|Chargé / Chargée de projet de développement social urbain
11843|Chargé / Chargée de projet d'insertion professionnelle
11844|Chargé / Chargée de projet emploi
11845|Chargé / Chargée de projet en aménagement du territoire
11847|Chargé / Chargée de projet en gestion urbaine de proximité
11849|Chargé / Chargée de projet marketing
11858|Chargé / Chargée de recherche en recrutement
11863|Chargé / Chargée de recrutement
11864|Chargé / Chargée de recrutement et mobilité professionnelle
11865|Chargé / Chargée de rédaction
11866|Chargé / Chargée de relations clientèle bancaire
11867|Chargé / Chargée de relations entreprises
11876|Chargé / Chargée d'emploi en entreprise de travail temporaire
11881|Chargé / Chargée d'enseignement général du second degré
11882|Chargé / Chargée des compétences et de la mobilité professionnelle
11885|Chargé / Chargée des relations écoles
11886|Chargé / Chargée des relations extérieures
11887|Chargé / Chargée des relations presse
11888|Chargé / Chargée des relations publiques
11897|Chargé / Chargée d'études analytiques en industrie
11898|Chargé / Chargée d'études cliniques en industrie
11913|Chargé / Chargée d'études galéniques en industrie
11916|Chargé / Chargée d'études pharmaceutiques en industrie
11917|Chargé / Chargée d'études projets industriels
11922|Chargé / Chargée d'études techniques du BTP
11925|Chargé / Chargée d'expansion commerciale d'enseigne
11933|Chargé / Chargée d'intervention sociale
11938|Chargé / Chargée du contrôle de gestion
11939|Chargé / Chargée du développement des ressources humaines
11950|Chargeur déchargeur / Chargeuse déchargeuse manutentionnaire
11951|Chargeur / Chargeuse manutentionnaire
11969|Chasseur / Chasseuse de tête en recrutement
11971|Chaudronnier / Chaudronnière
11972|Chaudronnier / Chaudronnière aéronautique
11974|Chaudronnier soudeur / Chaudronnière soudeuse
11975|Chaudronnier / Chaudronnière sur métaux
11976|Chaudronnier / Chaudronnière tôle fine
11977|Chaudronnier traceur / Chaudronnière traceuse
11978|Chaudronnier-tôlier / Chaudronnière-tôlière
11979|Chaudronnier-tuyauteur / Chaudronnière-tuyauteuse
11980|Chaudronnier-tuyauteur / Chaudronnière-tuyauteuse en thermoplastiques
11981|Chauffagiste
11982|Chauffeur accompagnateur / Chauffeuse accompagnatrice de personnes à mobilité réduite
11983|Chauffeur accompagnateur / Chauffeuse accompagnatrice tourisme
11984|Chauffeur / Chauffeuse de direction
11986|Chauffeur / Chauffeuse de ligne transport de personnes
11988|Chauffeur / Chauffeuse de maître
11989|Chauffeur / Chauffeuse de poids lourd
11990|Chauffeur / Chauffeuse de ramassage de personnes
11992|Chauffeur / Chauffeuse de taxi
11993|Chauffeur / Chauffeuse de taxi animalier
11994|Chauffeur / Chauffeuse porte voitures
11996|Chauffeur routier / Chauffeuse routière
11998|Chauffeur-jockey / Chauffeuse-jockey
11999|Chauffeur-livreur / Chauffeuse-livreuse
12000|Chauffeur-livreur préparateur / Chauffeuse-livreuse préparatrice de commande
12001|Chauffeur-magasinier / Chauffeuse-magasinière
