OGR|ROME1|ROME2|ROME3|label|ROME|slugs
11991|L|11|03|Chauffeur / Chauffeuse de salle|L1103|chauffeur-chauffeuse-de-salle
38458|L|11|03|Chroniqueur / Chroniqueuse TV / Radio|L1103|chroniqueur-chroniqueuse-tv-radio
18050|L|11|03|Présentateur / Présentatrice de spectacles|L1103|presentateur-presentatrice-de-spectacles
18051|L|11|03|Présentateur / Présentatrice radio|L1103|presentateur-presentatrice-radio
18052|L|11|03|Présentateur / Présentatrice TV|L1103|presentateur-presentatrice-tv
11153|L|12|01|Artiste chorégraphique|L1201|artiste-choregraphique
11276|L|12|01|Assistant / Assistante du chorégraphe|L1201|assistant-assistante-du-choregraphe
12632|L|12|01|Chorégraphe|L1201|choregraphe
13885|L|12|01|Danseur / Danseuse|L1201|danseur-danseuse
38248|L|12|01|Danseur / Danseuse danse classique|L1201|danseur-danseuse-danse-classique
38249|L|12|01|Danseur / Danseuse danse contemporaine|L1201|danseur-danseuse-danse-contemporaine
38250|L|12|01|Danseur / Danseuse danses de variétés|L1201|danseur-danseuse-danses-de-varietes
38251|L|12|01|Danseur / Danseuse danses ethniques et traditionnelles|L1201|danseur-danseuse-danses-ethniques-et-traditionnelles
38252|L|12|01|Danseur / Danseuse danses urbaines, hip-hop|L1201|danseur-danseuse-danses-urbaines-hip-hop
38253|L|12|01|Danseur / Danseuse de revue, music hall, comédie musicale|L1201|danseur-danseuse-de-revue-music-hall-comedie-musicale
38254|L|12|01|Danseur / Danseuse jazz, modern jazz|L1201|danseur-danseuse-jazz-modern-jazz
14189|L|12|01|Directeur / Directrice artistique en danse|L1201|directeur-directrice-artistique-en-danse
15380|L|12|01|Gogo dancer|L1201|gogo-dancer
16297|L|12|01|Maître / Maîtresse de ballet|L1201|maitre-maitresse-de-ballet
16996|L|12|01|Notateur / Notatrice en danse|L1201|notateur-notatrice-en-danse
18547|L|12|01|Répétiteur / Répétitrice de ballet|L1201|repetiteur-repetitrice-de-ballet
38255|L|12|01|Strip-teaseur / Strip-teaseuse|L1201|strip-teaseur-strip-teaseuse
38256|L|12|02|Accordéoniste|L1202|accordeoniste
38257|L|12|02|Altiste|L1202|altiste
11146|L|12|02|Arrangeur musical / Arrangeuse musicale|L1202|arrangeur-musical-arrangeuse-musicale
11433|L|12|02|Auteur-compositeur / Auteure-compositrice|L1202|auteur-compositeur-auteure-compositrice
11434|L|12|02|Auteur-compositeur-interprète / Auteure-compositrice-interprète|L1202|auteur-compositeur-interprete-auteure-compositrice-interprete
11435|L|12|02|Auteur-interprète / Auteure-interprète|L1202|auteur-interprete-auteure-interprete
38258|L|12|02|Bassiste|L1202|bassiste
38259|L|12|02|Bassoniste|L1202|bassoniste
38260|L|12|02|Batteur / Batteuse|L1202|batteur-batteuse
11733|L|12|02|Chanteur / Chanteuse|L1202|chanteur-chanteuse
38261|L|12|02|Chanteur / Chanteuse de bals, soirées privées|L1202|chanteur-chanteuse-de-bals-soirees-privees
38262|L|12|02|Chanteur / Chanteuse de jazz et funk|L1202|chanteur-chanteuse-de-jazz-et-funk
38263|L|12|02|Chanteur / Chanteuse de musique ethnique et traditionnelle|L1202|chanteur-chanteuse-de-musique-ethnique-et-traditionnelle
38264|L|12|02|Chanteur / Chanteuse de rap|L1202|chanteur-chanteuse-de-rap
38265|L|12|02|Chanteur / Chanteuse de revue, music hall, comédie musicale|L1202|chanteur-chanteuse-de-revue-music-hall-comedie-musicale
38266|L|12|02|Chanteur / Chanteuse de rock-pop|L1202|chanteur-chanteuse-de-rock-pop
11734|L|12|02|Chanteur / Chanteuse de variétés|L1202|chanteur-chanteuse-de-varietes
11735|L|12|02|Chanteur / Chanteuse lyrique|L1202|chanteur-chanteuse-lyrique
11736|L|12|02|Chanteur / Chanteuse soliste|L1202|chanteur-chanteuse-soliste
38270|L|12|02|Chanteur lyrique baryton|L1202|chanteur-lyrique-baryton
38271|L|12|02|Chanteur lyrique basse|L1202|chanteur-lyrique-basse
38272|L|12|02|Chanteur lyrique contre-ténor|L1202|chanteur-lyrique-contre-tenor
38273|L|12|02|Chanteur lyrique ténor|L1202|chanteur-lyrique-tenor
38267|L|12|02|Chanteuse lyrique alto contre-alto|L1202|chanteuse-lyrique-alto-contre-alto
38268|L|12|02|Chanteuse lyrique mezzo-soprano|L1202|chanteuse-lyrique-mezzo-soprano
38269|L|12|02|Chanteuse lyrique soprano|L1202|chanteuse-lyrique-soprano
12089|L|12|02|Chef de chant|L1202|chef-de-chant
12105|L|12|02|Chef de choeur|L1202|chef-de-choeur
12529|L|12|02|Chef d'orchestre|L1202|chef-d-orchestre
12634|L|12|02|Choriste|L1202|choriste
38274|L|12|02|Clarinettiste|L1202|clarinettiste
38275|L|12|02|Claveciniste|L1202|claveciniste
12783|L|12|02|Compositeur / Compositrice|L1202|compositeur-compositrice
38276|L|12|02|Contre bassoniste|L1202|contre-bassoniste
38277|L|12|02|Contrebassiste|L1202|contrebassiste
38278|L|12|02|Corniste|L1202|corniste
14192|L|12|02|Directeur / Directrice artistique musique|L1202|directeur-directrice-artistique-musique
14363|L|12|02|Directeur / Directrice des choeurs|L1202|directeur-directrice-des-choeurs
38279|L|12|02|Flûtiste|L1202|flutiste
38280|L|12|02|Guitariste|L1202|guitariste
38281|L|12|02|Harmoniciste|L1202|harmoniciste
38282|L|12|02|Harpiste|L1202|harpiste
38283|L|12|02|Hautboïste|L1202|hautboiste
16022|L|12|02|Instrumentiste|L1202|instrumentiste
38284|L|12|02|Joueur / Joueuse de synthétiseur|L1202|joueur-joueuse-de-synthetiseur
38285|L|12|02|Joueur / Joueuse d'instrument ethnique ou traditionnel|L1202|joueur-joueuse-d-instrument-ethnique-ou-traditionnel
16935|L|12|02|Musicien / Musicienne|L1202|musicien-musicienne
16936|L|12|02|Musicien / Musicienne de variétés|L1202|musicien-musicienne-de-varietes
16937|L|12|02|Musicien / Musicienne d'orchestre|L1202|musicien-musicienne-d-orchestre
38286|L|12|02|Musicien / Musicienne Musique Assistée par Ordinateur - MAO -|L1202|musicien-musicienne-musique-assistee-par-ordinateur-mao
16939|L|12|02|Musicien / Musicienne soliste|L1202|musicien-musicienne-soliste
16940|L|12|02|Musicien-accompagnateur / Musicienne-accompagnatrice|L1202|musicien-accompagnateur-musicienne-accompagnatrice
17356|L|12|02|Orchestrateur / Orchestratrice|L1202|orchestrateur-orchestratrice
38287|L|12|02|Organiste|L1202|organiste
38288|L|12|02|Percussionniste|L1202|percussionniste
38289|L|12|02|Pianiste|L1202|pianiste
18409|L|12|02|Régisseur / Régisseuse des choeurs|L1202|regisseur-regisseuse-des-choeurs
18419|L|12|02|Régisseur / Régisseuse d'orchestre|L1202|regisseur-regisseuse-d-orchestre
38290|L|12|02|Saxophoniste|L1202|saxophoniste
38291|L|12|02|Timbalier / Timbalière|L1202|timbalier-timbaliere
38292|L|12|02|Tromboniste|L1202|tromboniste
38293|L|12|02|Trompettiste|L1202|trompettiste
38294|L|12|02|Tubiste / Contre tubiste|L1202|tubiste-contre-tubiste
38295|L|12|02|Violoncelliste|L1202|violoncelliste
38296|L|12|02|Violoniste|L1202|violoniste
38297|L|12|02|Xylophoniste|L1202|xylophoniste
10263|L|12|03|Acteur / Actrice|L1203|acteur-actrice
10264|L|12|03|Acteur / Actrice de complément|L1203|acteur-actrice-de-complement
10265|L|12|03|Acteur principal / Actrice principale|L1203|acteur-principal-actrice-principale
11157|L|12|03|Artiste dramatique|L1203|artiste-dramatique
12724|L|12|03|Comédien / Comédienne|L1203|comedien-comedienne
13555|L|12|03|Conteur / Conteuse|L1203|conteur-conteuse
14527|L|12|03|Doublure|L1203|doublure
38823|L|12|03|Doublure cascadeur / cascadeuse|L1203|doublure-cascadeur-cascadeuse
15078|L|12|03|Figurant / Figurante|L1203|figurant-figurante
17667|L|12|03|Personnage|L1203|personnage
17668|L|12|03|Personnage de Noël|L1203|personnage-de-noel
18548|L|12|03|Répétiteur / Répétitrice de dialogues|L1203|repetiteur-repetitrice-de-dialogues
19433|L|12|03|Silhouette|L1203|silhouette
20718|L|12|03|Voix off|L1203|voix-off
10262|L|12|04|Acrobate|L1204|acrobate
11077|L|12|04|Antipodiste|L1204|antipodiste
11155|L|12|04|Artiste de cirque|L1204|artiste-de-cirque
11156|L|12|04|Artiste de rue|L1204|artiste-de-rue
11706|L|12|04|Cascadeur / Cascadeuse|L1204|cascadeur-cascadeuse
11732|L|12|04|Chansonnier / Chansonnière|L1204|chansonnier-chansonniere
12674|L|12|04|Clown|L1204|clown
12726|L|12|04|Comique|L1204|comique
13556|L|12|04|Contorsionniste|L1204|contorsionniste
13831|L|12|04|Cracheur / Cracheuse de feu|L1204|cracheur-cracheuse-de-feu
14519|L|12|04|Dompteur / Dompteuse|L1204|dompteur-dompteuse
14531|L|12|04|Dresseur / Dresseuse d'animaux de cirque|L1204|dresseur-dresseuse-d-animaux-de-cirque
14557|L|12|04|Echassier / Echassière|L1204|echassier-echassiere
14578|L|12|04|Ecuyer / Ecuyère|L1204|ecuyer-ecuyere
14868|L|12|04|Equilibriste|L1204|equilibriste
15060|L|12|04|Fakir|L1204|fakir
15061|L|12|04|Fantaisiste|L1204|fantaisiste
15079|L|12|04|Fildefériste|L1204|fildeferiste
15174|L|12|04|Funambule|L1204|funambule
15497|L|12|04|Humoriste|L1204|humoriste
15508|L|12|04|Illusionniste|L1204|illusionniste
15514|L|12|04|Imitateur / Imitatrice|L1204|imitateur-imitatrice
16075|L|12|04|Jongleur / Jongleuse|L1204|jongleur-jongleuse
16291|L|12|04|Magicien / Magicienne|L1204|magicien-magicienne
16409|L|12|04|Marionnettiste|L1204|marionnettiste
16678|L|12|04|Mime|L1204|mime
17575|L|12|04|Patineur / Patineuse sur glace|L1204|patineur-patineuse-sur-glace
18063|L|12|04|Prestidigitateur / Prestidigitatrice|L1204|prestidigitateur-prestidigitatrice
20424|L|12|04|Transformiste|L1204|transformiste
20426|L|12|04|Trapéziste|L1204|trapeziste
20650|L|12|04|Ventriloque|L1204|ventriloque
20720|L|12|04|Voltigeur / Voltigeuse|L1204|voltigeur-voltigeuse
11312|L|13|01|Assistant / Assistante mise en scène|L1301|assistant-assistante-mise-en-scene
38298|L|13|01|Assistant metteur / Assistante metteuse en piste|L1301|assistant-metteur-assistante-metteuse-en-piste
11310|L|13|01|Assistant metteur / Assistante metteuse en scène|L1301|assistant-metteur-assistante-metteuse-en-scene
12705|L|13|01|Collaborateur / Collaboratrice mise en scène|L1301|collaborateur-collaboratrice-mise-en-scene
12725|L|13|01|Co-metteur / Co-metteuse en scène|L1301|co-metteur-co-metteuse-en-scene
16671|L|13|01|Metteur / Metteuse en piste|L1301|metteur-metteuse-en-piste
16672|L|13|01|Metteur / Metteuse en scène|L1301|metteur-metteuse-en-scene
16673|L|13|01|Metteur / Metteuse en scène théâtre|L1301|metteur-metteuse-en-scene-theatre
10303|L|13|02|Administrateur / Administratrice de compagnie de danse|L1302|administrateur-administratrice-de-compagnie-de-danse
10304|L|13|02|Administrateur / Administratrice de compagnie de théâtre|L1302|administrateur-administratrice-de-compagnie-de-theatre
10306|L|13|02|Administrateur / Administratrice de production cinéma|L1302|administrateur-administratrice-de-production-cinema
38459|L|13|02|Administrateur / Administratrice de production de spectacles|L1302|administrateur-administratrice-de-production-de-spectacles
10310|L|13|02|Administrateur / Administratrice de théâtre|L1302|administrateur-administratrice-de-theatre
38460|L|13|02|Administrateur / Administratrice de tournées spectacle|L1302|administrateur-administratrice-de-tournees-spectacle
10311|L|13|02|Administrateur / Administratrice d'orchestre|L1302|administrateur-administratrice-d-orchestre
11244|L|13|02|Assistant / Assistante de production spectacle|L1302|assistant-assistante-de-production-spectacle
38463|L|13|02|Assistant / Assistante d'émission audiovisuelle|L1302|assistant-assistante-d-emission-audiovisuelle
38089|L|13|02|Attaché / Attachée de production audiovisuelle|L1302|attache-attachee-de-production-audiovisuelle
38090|L|13|02|Attaché / Attachée de production cinématographique|L1302|attache-attachee-de-production-cinematographique
38091|L|13|02|Attaché / Attachée de production de spectacles|L1302|attache-attachee-de-production-de-spectacles
38461|L|13|02|Chargé / Chargée d'antenne audiovisuelle|L1302|charge-chargee-d-antenne-audiovisuelle
11834|L|13|02|Chargé / Chargée de postproduction|L1302|charge-chargee-de-postproduction
11836|L|13|02|Chargé / Chargée de production audiovisuelle|L1302|charge-chargee-de-production-audiovisuelle
11837|L|13|02|Chargé / Chargée de production cinématographique|L1302|charge-chargee-de-production-cinematographique
11838|L|13|02|Chargé / Chargée de production de spectacles|L1302|charge-chargee-de-production-de-spectacles
38299|L|13|02|Conseiller / Conseillère de programme audiovisuel|L1302|conseiller-conseillere-de-programme-audiovisuel
38462|L|13|02|Directeur / Directrice artistique spectacle|L1302|directeur-directrice-artistique-spectacle
14208|L|13|02|Directeur / Directrice d'antenne radio|L1302|directeur-directrice-d-antenne-radio
14209|L|13|02|Directeur / Directrice d'antenne télévision|L1302|directeur-directrice-d-antenne-television
14210|L|13|02|Directeur / Directrice de ballet|L1302|directeur-directrice-de-ballet
14238|L|13|02|Directeur / Directrice de cirque|L1302|directeur-directrice-de-cirque
14244|L|13|02|Directeur / Directrice de compagnie de danse|L1302|directeur-directrice-de-compagnie-de-danse
