Angaïs,64510,43.236700,-0.253370
Angé,41400,47.331800,1.242900
Angeac Champagne,16130,45.606820,-0.299000
Angeac Charente,16120,45.630740,-0.074970
Angecourt,08450,49.633780,4.979590
Angeduc,16300,45.475460,-0.052490
Angely,89440,47.563380,4.020650
Angeot,90150,47.697780,7.015720
Angers,49000,47.469430,-0.549000
Angerville,14430,49.243230,-0.032620
Angerville,91670,48.312330,1.998800
Angerville Bailleul,76110,49.666620,0.455690
Angerville l'Orcher,76280,49.588730,0.281570
Angerville la Campagne,27930,48.986990,1.164910
Angerville la Martel,76540,49.761650,0.500990
Angervilliers,91470,48.592100,2.064750
Angeville,82210,43.999500,1.027600
Angevillers,57440,49.387330,6.043000
Angey,50530,48.751650,-1.489870
Angicourt,60940,49.311390,2.506160
Angiens,76740,49.828580,0.789660
Angirey,70700,47.454510,5.769650
Angivillers,60130,49.486530,2.501620
Anglade,33390,45.211520,-0.636130
Anglards de Salers,15380,45.205100,2.440260
Anglards de St Flour,15100,44.981290,3.153570
Anglars,46120,44.739600,1.906070
Anglars Juillac,46140,44.487210,1.198700
Anglars Nozac,46300,44.781300,1.414960
Anglars St Félix,12390,44.419120,2.259280
Anglefort,01350,45.914140,5.808990
Anglemont,88700,48.379980,6.668980
Angles,04170,43.942030,6.558380
Anglès,81260,43.564210,2.560650
Angles,85750,46.408130,-1.403470
Angles sur l'Anglin,86260,46.695540,0.884280
Anglesqueville l'Esneval,76280,49.632660,0.236630
